roi_id,source_image,pred1_species,pred1_genus,pred1_conf,pred1_class_idx,pred2_species,pred2_genus,pred2_conf,pred2_class_idx,pred3_species,pred3_genus,pred3_conf,pred3_class_idx,pred4_species,pred4_genus,pred4_conf,pred4_class_idx,pred5_species,pred5_genus,pred5_conf,pred5_class_idx,top1_confidence,top1_top2_gap,top1_genus,top2_genus,genus_agreement,confidence_tier
roi_0131,DSC_5566.JPG,Perovskia atriplicifolia Benth.,Perovskia,0.3717,576,Acacia baileyana F.Muell.,Acacia,0.1334,599,Sedum dasyphyllum L.,Sedum,0.0957,54,Papaver alpinum L.,Papaver,0.0832,475,Eritrichium nanum (L.) Schrad. ex Gaudin,Eritrichium,0.027,538,0.3717,0.2382999999999999,Perovskia,Acacia,False,TIER_4_LOW
roi_0132,DSC_5566.JPG,Acacia dealbata Link,Acacia,0.3552,230,Cucurbita pepo L.,Cucurbita,0.0867,313,Elodea canadensis Michx.,Elodea,0.072,160,Cucurbita moschata Duchesne,Cucurbita,0.0393,584,Perovskia atriplicifolia Benth.,Perovskia,0.0371,576,0.3552,0.2685,Acacia,Cucurbita,False,TIER_4_LOW
roi_0133,DSC_5566.JPG,Papaver alpinum L.,Papaver,0.2298,475,Eritrichium nanum (L.) Schrad. ex Gaudin,Eritrichium,0.2256,538,Hyoscyamus albus L.,Hyoscyamus,0.2178,138,Acacia baileyana F.Muell.,Acacia,0.1332,599,Dalbergia melanoxylon Guill. & Perr.,Dalbergia,0.0189,227,0.2298,0.0042,Papaver,Eritrichium,False,TIER_4_LOW
roi_0134,DSC_5566.JPG,Acacia dealbata Link,Acacia,0.2416,230,Acacia baileyana F.Muell.,Acacia,0.1498,599,Dalbergia melanoxylon Guill. & Perr.,Dalbergia,0.1203,227,Pyracantha coccinea M.Roem.,Pyracantha,0.0992,499,Eritrichium nanum (L.) Schrad. ex Gaudin,Eritrichium,0.0819,538,0.2416,0.0918,Acacia,Acacia,True,TIER_4_LOW
roi_0135,DSC_5566.JPG,Sedum dasyphyllum L.,Sedum,0.4226,54,Acacia baileyana F.Muell.,Acacia,0.244,599,Eritrichium nanum (L.) Schrad. ex Gaudin,Eritrichium,0.187,538,Hyoscyamus albus L.,Hyoscyamus,0.0409,138,Papaver alpinum L.,Papaver,0.0245,475,0.4226,0.1785999999999999,Sedum,Acacia,False,TIER_3_MODERATE
roi_0136,DSC_5575.JPG,Cucurbita moschata Duchesne,Cucurbita,0.396,584,Cucurbita pepo L.,Cucurbita,0.1134,313,Hyoscyamus albus L.,Hyoscyamus,0.0336,138,Acacia dealbata Link,Acacia,0.0292,230,Cucurbita maxima Duchesne,Cucurbita,0.0247,371,0.396,0.2826,Cucurbita,Cucurbita,True,TIER_4_LOW
roi_0137,DSC_5575.JPG,Acacia baileyana F.Muell.,Acacia,0.4479,599,Acacia mearnsii De Wild.,Acacia,0.3666,232,Acacia dealbata Link,Acacia,0.0961,230,Nothofagus betuloides (Mirb.) Oerst.,Nothofagus,0.0102,1034,Nothofagus pumilio (Poepp. & Endl.) Krasser,Nothofagus,0.0079,838,0.4479,0.0813,Acacia,Acacia,True,TIER_3_GENUS_OK
roi_0138,DSC_5575.JPG,Acacia baileyana F.Muell.,Acacia,0.656,599,Acacia dealbata Link,Acacia,0.3008,230,Acacia mearnsii De Wild.,Acacia,0.0088,232,Prosopis glandulosa Torr.,Prosopis,0.0076,920,Acacia nilotica (L.) Delile,Acacia,0.0024,693,0.656,0.3552,Acacia,Acacia,True,TIER_2_GOOD
roi_0139,DSC_5575.JPG,Sedum dasyphyllum L.,Sedum,0.8447,54,Sedum brevifolium DC.,Sedum,0.0301,50,Sedum sediforme (Jacq.) Pau,Sedum,0.0229,60,Daphne gnidium L.,Daphne,0.0164,140,Acacia baileyana F.Muell.,Acacia,0.0101,599,0.8447,0.8146,Sedum,Sedum,True,TIER_1_HIGH
roi_0140,DSC_5575.JPG,Eritrichium nanum (L.) Schrad. ex Gaudin,Eritrichium,0.2728,538,Papaver alpinum L.,Papaver,0.2062,475,Acacia baileyana F.Muell.,Acacia,0.1506,599,Hyoscyamus albus L.,Hyoscyamus,0.0845,138,Papaver rhaeticum Leresche,Papaver,0.0658,479,0.2728,0.0665999999999999,Eritrichium,Papaver,False,TIER_4_LOW
roi_0141,DSC_5677.JPG,Tagetes erecta L.,Tagetes,0.8333,285,Kniphofia uvaria (L.) Hook.,Kniphofia,0.048,423,Tagetes patula L.,Tagetes,0.0406,243,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0098,919,Calendula officinalis L.,Calendula,0.0085,35,0.8333,0.7853,Tagetes,Kniphofia,False,TIER_1_HIGH
roi_0143,DSC_5680.JPG,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",Cymbalaria,0.1866,537,Liriodendron tulipifera L.,Liriodendron,0.127,434,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.1209,919,Lamium purpureum L.,Lamium,0.0845,84,Pongamia pinnata (L.) Pierre,Pongamia,0.0739,678,0.1866,0.0595999999999999,Cymbalaria,Liriodendron,False,TIER_5_UNRELIABLE
roi_0144,DSC_5681.JPG,Anemone alpina L.,Anemone,0.1115,471,Ophrys fusca Link,Ophrys,0.054,164,Hypericum balearicum L.,Hypericum,0.0251,327,Diatelia tuberaria (L.) Demoly,Diatelia,0.0238,190,Kigelia africana (Lam.) Benth.,Kigelia,0.0235,649,0.1115,0.0575,Anemone,Ophrys,False,TIER_5_UNRELIABLE
roi_0145,DSC_5681.JPG,Dryas octopetala L.,Dryas,0.515,381,Anemone alpina L.,Anemone,0.2702,471,Nymphaea alba L.,Nymphaea,0.0659,126,Anemone baldensis L.,Anemone,0.0651,474,Pereskia aculeata Mill.,Pereskia,0.0084,698,0.515,0.2448,Dryas,Anemone,False,TIER_3_MODERATE
roi_0146,DSC_5681.JPG,Dryas octopetala L.,Dryas,0.6901,381,Anemone alpina L.,Anemone,0.1097,471,Tagetes tenuifolia Cav.,Tagetes,0.0663,341,Freesia refracta (Jacq.) Eckl. ex Klatt,Freesia,0.0372,550,Diatelia tuberaria (L.) Demoly,Diatelia,0.0334,190,0.6901,0.5804,Dryas,Anemone,False,TIER_2_GOOD
roi_0152,DSC_5683.JPG,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",Cymbalaria,0.4209,537,Pelargonium inquinans (L.) Aiton,Pelargonium,0.2206,483,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0848,919,Lamium purpureum L.,Lamium,0.0755,84,Tagetes erecta L.,Tagetes,0.0292,285,0.4209,0.2003,Cymbalaria,Pelargonium,False,TIER_3_MODERATE
roi_0154,DSC_5687.JPG,Holodiscus discolor (Pursh) Maxim.,Holodiscus,0.0949,501,Pyracantha coccinea M.Roem.,Pyracantha,0.0947,499,Bocoa prouacensis Aubl.,Bocoa,0.0488,601,Punica granatum L.,Punica,0.0475,122,Pyracantha rogersiana (A.B.Jacks.) Coltm.-Rog.,Pyracantha,0.031,500,0.0949,0.0001999999999999,Holodiscus,Pyracantha,False,TIER_5_UNRELIABLE
roi_0155,DSC_5687.JPG,Pyracantha coccinea M.Roem.,Pyracantha,0.7993,499,Pyracantha rogersiana (A.B.Jacks.) Coltm.-Rog.,Pyracantha,0.1018,500,Liriodendron tulipifera L.,Liriodendron,0.0645,434,Pyracantha coccinea M. Roem.,Pyracantha,0.021,778,Hypericum perforatum L.,Hypericum,0.004,11,0.7993,0.6975,Pyracantha,Pyracantha,True,TIER_2_GOOD
roi_0157,DSC_5690.JPG,Humulus lupulus L.,Humulus,0.2869,31,Hypericum calycinum L.,Hypericum,0.1481,413,Hypericum perforatum L.,Hypericum,0.1425,11,Lamium galeobdolon (L.) L.,Lamium,0.1061,172,Hypericum patulum Thunb.,Hypericum,0.0943,572,0.2869,0.1387999999999999,Humulus,Hypericum,False,TIER_4_LOW
roi_0158,DSC_5691.JPG,Acacia saligna (Labill.) H.L.Wendl.,Acacia,0.3756,344,Acacia retinodes Schltdl.,Acacia,0.3233,234,Acacia saligna (Labill.) Wendl.,Acacia,0.1173,1027,Narthecium ossifragum (L.) Huds.,Narthecium,0.041,446,Acacia longifolia (Andrews) Willd.,Acacia,0.0393,231,0.3756,0.0523,Acacia,Acacia,True,TIER_4_LOW
roi_0159,DSC_5691.JPG,Limbarda crithmoides (L.) Dumort.,Limbarda,0.5019,45,Hypericum lanceolatum Lam.,Hypericum,0.0748,665,Daphne gnidium L.,Daphne,0.0682,140,Acacia dealbata Link,Acacia,0.0637,230,Acacia baileyana F.Muell.,Acacia,0.0375,599,0.5019,0.4271,Limbarda,Hypericum,False,TIER_3_MODERATE
roi_0160,DSC_5691.JPG,Acacia dealbata Link,Acacia,0.2454,230,Helminthotheca echioides (L.) Holub,Helminthotheca,0.07,40,Lamium galeobdolon (L.) L.,Lamium,0.0646,172,Acacia baileyana F.Muell.,Acacia,0.0499,599,Lapsana communis L.,Lapsana,0.0217,245,0.2454,0.1754,Acacia,Helminthotheca,False,TIER_4_LOW
roi_0161,DSC_5692.JPG,Daucus carota L.,Daucus,0.6682,204,Limbarda crithmoides (L.) Dumort.,Limbarda,0.05,45,Acacia retinodes Schltdl.,Acacia,0.0481,234,Daphne gnidium L.,Daphne,0.043,140,Acacia mearnsii De Wild.,Acacia,0.016,232,0.6682,0.6182,Daucus,Limbarda,False,TIER_2_GOOD
roi_0162,DSC_5692.JPG,Metasequoia glyptostroboides Hu & W.C.Cheng,Metasequoia,0.3513,514,Casuarina equisetifolia L.,Casuarina,0.1378,308,Metasequoia glyptostroboides Hu & W.C. Cheng,Metasequoia,0.1011,914,Nothofagus obliqua (Mirb.) Oerst.,Nothofagus,0.089,350,Acacia mearnsii De Wild.,Acacia,0.0773,232,0.3513,0.2135,Metasequoia,Casuarina,False,TIER_4_LOW
roi_0163,DSC_5692.JPG,Cenchrus setaceus (Forssk.) Morrone,Cenchrus,0.9286,196,Cenchrus purpureus (Schumach.) Morrone,Cenchrus,0.0602,195,Phalaris arundinacea L.,Phalaris,0.0038,212,Liriope muscari (Decne.) L.H.Bailey,Liriope,0.0013,835,Acacia retinodes Schltdl.,Acacia,0.001,234,0.9286,0.8684,Cenchrus,Cenchrus,True,TIER_1_HIGH
roi_0164,DSC_5698.JPG,Hebe salicifolia (G.Forst.) Pennell,Hebe,0.3974,410,Lactuca alpina (L.) Benth. & Hook.f.,Lactuca,0.1011,424,Hebe andersonii (Lindl. & J. Paxton) Cockayne,Hebe,0.0622,1056,Aralia hispida Vent.,Aralia,0.056,775,Lactuca alpina (L.) A.Gray,Lactuca,0.0448,991,0.3974,0.2963,Hebe,Lactuca,False,TIER_4_LOW
roi_0165,DSC_5701.JPG,Hypericum patulum Thunb.,Hypericum,0.125,572,Hypericum androsaemum L.,Hypericum,0.1126,68,Hypericum calycinum L.,Hypericum,0.0917,413,Melampodium divaricatum (Rich.) DC.,Melampodium,0.0851,884,Humulus lupulus L.,Humulus,0.0719,31,0.125,0.0123999999999999,Hypericum,Hypericum,True,TIER_5_UNRELIABLE
roi_0166,DSC_5703.JPG,Fragaria vesca L.,Fragaria,0.5606,238,Acalypha hispida Burm.f.,Acalypha,0.0592,681,Nandina domestica Thunb.,Nandina,0.0508,706,Fragaria × ananassa (Duchesne ex Weston) Duchesne ex Rozier,Fragaria,0.0334,1061,Empetrum rubrum Vahl ex Willd.,Empetrum,0.021,1014,0.5606,0.5014,Fragaria,Acalypha,False,TIER_3_MODERATE
roi_0167,DSC_5710.JPG,Eritrichium nanum (L.) Schrad. ex Gaudin,Eritrichium,0.2,538,Acacia baileyana F.Muell.,Acacia,0.1695,599,Acacia dealbata Link,Acacia,0.115,230,Nothofagus dombeyi (Mirb.) Oerst.,Nothofagus,0.0467,1035,Nothofagus pumilio (Poepp. & Endl.) Krasser,Nothofagus,0.0372,838,0.2,0.0305,Eritrichium,Acacia,False,TIER_4_LOW
roi_0168,DSC_5710.JPG,Garrya elliptica Douglas ex Lindl.,Garrya,0.2524,829,Acacia dealbata Link,Acacia,0.1187,230,Nothofagus dombeyi (Mirb.) Oerst.,Nothofagus,0.075,1035,Acacia baileyana F.Muell.,Acacia,0.0636,599,Nothofagus pumilio (Poepp. & Endl.) Krasser,Nothofagus,0.0413,838,0.2524,0.1337,Garrya,Acacia,False,TIER_4_LOW
roi_0169,DSC_5710.JPG,Cirsium vulgare (Savi) Ten.,Cirsium,0.2343,4,Acacia dealbata Link,Acacia,0.2062,230,Casuarina cunninghamiana Miq.,Casuarina,0.116,174,Carthamus lanatus L.,Carthamus,0.0814,38,Casuarina equisetifolia L.,Casuarina,0.0533,308,0.2343,0.0281,Cirsium,Acacia,False,TIER_4_LOW
roi_0170,DSC_5710.JPG,Holodiscus discolor (Pursh) Maxim.,Holodiscus,0.2952,501,Acacia longifolia (Andrews) Willd.,Acacia,0.122,231,Acacia mangium Willd.,Acacia,0.0906,307,Acacia dealbata Link,Acacia,0.0705,230,Nephrolepis exaltata (L.) Schott,Nephrolepis,0.056,27,0.2952,0.1732,Holodiscus,Acacia,False,TIER_4_LOW
roi_0171,DSC_5710.JPG,Acacia baileyana F.Muell.,Acacia,0.2395,599,Lavandula stoechas L.,Lavandula,0.0935,88,Acacia mearnsii De Wild.,Acacia,0.0536,232,Mercurialis tomentosa L.,Mercurialis,0.0529,442,Garrya elliptica Douglas ex Lindl.,Garrya,0.0479,829,0.2395,0.146,Acacia,Lavandula,False,TIER_4_LOW
roi_0172,DSC_5770.JPG,Sedum sexangulare L.,Sedum,0.6992,513,Sedum acre L.,Sedum,0.2029,46,Limbarda crithmoides (L.) Dumort.,Limbarda,0.0774,45,Sedum sediforme (Jacq.) Pau,Sedum,0.0111,60,Meum athamanticum Jacq.,Meum,0.0047,146,0.6992,0.4963000000000001,Sedum,Sedum,True,TIER_2_GOOD
roi_0173,DSC_5770.JPG,Sedum sexangulare L.,Sedum,0.8311,513,Sedum acre L.,Sedum,0.1673,46,Empetrum nigrum L.,Empetrum,0.0007,387,Meum athamanticum Jacq.,Meum,0.0004,146,Honckenya peploides (L.) Ehrh.,Honckenya,0.0003,540,0.8311,0.6638,Sedum,Sedum,True,TIER_1_HIGH
roi_0176,DSC_5779.JPG,Daphne gnidium L.,Daphne,0.4804,140,Meum athamanticum Jacq.,Meum,0.2115,146,Cereus jamacaru DC.,Cereus,0.0961,336,Sedum rupestre L.,Sedum,0.041,187,Limbarda crithmoides (L.) Dumort.,Limbarda,0.0247,45,0.4804,0.2689,Daphne,Meum,False,TIER_3_MODERATE
roi_0178,DSC_5779.JPG,Casuarina cunninghamiana Miq.,Casuarina,0.6006,174,Casuarina equisetifolia L.,Casuarina,0.2314,308,Elodea canadensis Michx.,Elodea,0.0351,160,Cirsium vulgare (Savi) Ten.,Cirsium,0.0155,4,Egeria densa Planch.,Egeria,0.0128,12,0.6006,0.3692,Casuarina,Casuarina,True,TIER_2_GOOD
roi_0179,DSC_578325151.JPG,Punica granatum L.,Punica,0.4049,122,Pyracantha coccinea M.Roem.,Pyracantha,0.3522,499,Liriodendron tulipifera L.,Liriodendron,0.1217,434,Pyracantha coccinea M. Roem.,Pyracantha,0.017,778,Pyracantha rogersiana (A.B.Jacks.) Coltm.-Rog.,Pyracantha,0.0157,500,0.4049,0.0526999999999999,Punica,Pyracantha,False,TIER_3_MODERATE
roi_0180,DSC_5783sds.JPG,Acacia dealbata Link,Acacia,0.8867,230,Acacia baileyana F.Muell.,Acacia,0.0498,599,Sedum acre L.,Sedum,0.02,46,Acacia longifolia (Andrews) Willd.,Acacia,0.0139,231,Sedum rupestre L.,Sedum,0.0112,187,0.8867,0.8369000000000001,Acacia,Acacia,True,TIER_1_HIGH
roi_0181,DSC_5783sds.JPG,Thapsia villosa L.,Thapsia,0.6802,148,Acacia dealbata Link,Acacia,0.2392,230,Acacia caven (Molina) Molina,Acacia,0.0498,1023,Hypericum perforatum L.,Hypericum,0.0064,11,Acacia saligna (Labill.) H.L.Wendl.,Acacia,0.0049,344,0.6802,0.441,Thapsia,Acacia,False,TIER_2_GOOD
roi_0182,DSC_839222.JPG,Trifolium fragiferum L.,Trifolium,0.1193,20,Lavandula stoechas L.,Lavandula,0.0951,88,Trifolium repens L.,Trifolium,0.0655,226,Cirsium arvense (L.) Scop.,Cirsium,0.0591,3,Phalaris aquatica L.,Phalaris,0.0556,211,0.1193,0.0242,Trifolium,Lavandula,False,TIER_5_UNRELIABLE
roi_0183,DSC_8392666.JPG,Trifolium campestre Schreb.,Trifolium,0.28,100,Mecardonia procumbens (Mill.) Small,Mecardonia,0.113,305,Trifolium patens Schreb.,Trifolium,0.0765,111,Hypericum patulum Thunb.,Hypericum,0.0741,572,Calendula stellata Cav.,Calendula,0.0516,36,0.28,0.167,Trifolium,Mecardonia,False,TIER_4_LOW
roi_0184,DSC_8394124.JPG,Acacia dealbata Link,Acacia,0.9724,230,Sedum acre L.,Sedum,0.0091,46,Acacia baileyana F.Muell.,Acacia,0.0057,599,Acacia pycnantha Benth.,Acacia,0.0046,233,Acacia retinodes Schltdl.,Acacia,0.0026,234,0.9724,0.9633,Acacia,Sedum,False,TIER_1_HIGH
roi_0185,DSC_8394124.JPG,Sedum acre L.,Sedum,0.729,46,Acacia dealbata Link,Acacia,0.0635,230,Sedum japonicum Siebold ex Miq.,Sedum,0.0601,1008,Daucus carota L.,Daucus,0.0215,204,Sedum hirsutum All.,Sedum,0.0088,56,0.729,0.6655,Sedum,Acacia,False,TIER_2_GOOD
roi_0186,DSC_8394124.JPG,Dalbergia melanoxylon Guill. & Perr.,Dalbergia,0.1118,227,Lactuca sativa L.,Lactuca,0.073,247,Eritrichium nanum (L.) Schrad. ex Gaudin,Eritrichium,0.0534,538,Sedum dasyphyllum L.,Sedum,0.0381,54,Hyoscyamus albus L.,Hyoscyamus,0.0364,138,0.1118,0.0388,Dalbergia,Lactuca,False,TIER_5_UNRELIABLE
roi_0187,DSC_8400.JPG,Anemone hepatica L.,Anemone,0.927,481,Atocion rupestre (L.) B.Oxelman,Atocion,0.0134,340,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",Cymbalaria,0.0126,537,Hepatica nobilis Mill.,Hepatica,0.0119,1060,Eritrichium nanum (L.) Schrad. ex Gaudin,Eritrichium,0.005,538,0.927,0.9136,Anemone,Atocion,False,TIER_1_HIGH
roi_0188,DSC_8400.JPG,Anemone hepatica L.,Anemone,0.9967,481,Hepatica nobilis Mill.,Hepatica,0.0023,1060,Sedum dasyphyllum L.,Sedum,0.0004,54,Noccaea rotundifolia (L.) Moench,Noccaea,0.0002,451,Anemone hupehensis (Lemoine) Lemoine,Anemone,0.0001,527,0.9967,0.9944,Anemone,Hepatica,False,TIER_1_HIGH
roi_0189,DSC_8404.JPG,Mercurialis perennis L.,Mercurialis,0.7351,66,Myosoton aquaticum (L.) Moench,Myosoton,0.051,170,Aegopodium podagraria L.,Aegopodium,0.0312,342,Erucastrum incanum (L.) W.D.J.Koch,Erucastrum,0.0268,396,Papaver argemone L.,Papaver,0.0164,199,0.7351,0.6840999999999999,Mercurialis,Myosoton,False,TIER_2_GOOD
roi_0191,DSC_8404.JPG,Kniphofia uvaria (L.) Hook.,Kniphofia,0.8818,423,Kniphofia uvaria (L.) Oken,Kniphofia,0.0885,863,Phalaris aquatica L.,Phalaris,0.0072,211,Kniphofia linearifolia Baker,Kniphofia,0.0067,323,Phalaris paradoxa L.,Phalaris,0.0058,215,0.8818,0.7933,Kniphofia,Kniphofia,True,TIER_1_HIGH
roi_0194,DSC_8407.JPG,Calendula officinalis L.,Calendula,0.3867,35,Limbarda crithmoides (L.) Dumort.,Limbarda,0.2148,45,Sedum sediforme (Jacq.) Pau,Sedum,0.0965,60,Papaver somniferum L.,Papaver,0.0387,203,Lavandula stoechas L.,Lavandula,0.0319,88,0.3867,0.1719,Calendula,Limbarda,False,TIER_4_LOW
roi_0195,DSC_8407.JPG,Barbarea vulgaris R.Br.,Barbarea,0.2278,598,Sedum makinoi Maxim.,Sedum,0.1727,1009,Barbarea rupicola Moris,Barbarea,0.147,597,Sedum acre L.,Sedum,0.1005,46,Lactuca sativa L.,Lactuca,0.0572,247,0.2278,0.0551,Barbarea,Sedum,False,TIER_4_LOW
roi_0197,DSC_8408.JPG,Daphne cneorum L.,Daphne,0.204,377,Daphne mezereum L.,Daphne,0.1212,378,Lamium amplexicaule L.,Lamium,0.067,16,Tradescantia pallida (Rose) D.R.Hunt,Tradescantia,0.0645,686,Tradescantia fluminensis Vell.,Tradescantia,0.0531,14,0.204,0.0827999999999999,Daphne,Daphne,True,TIER_4_LOW
roi_0198,DSC_8408.JPG,Lavandula stoechas L.,Lavandula,0.2605,88,Lavandula angustifolia Mill.,Lavandula,0.2281,173,Hypericum tomentosum L.,Hypericum,0.1884,79,Fibigia clypeata (L.) Medik.,Fibigia,0.0723,63,Lavandula latifolia Medik.,Lavandula,0.0379,432,0.2605,0.0324,Lavandula,Lavandula,True,TIER_4_LOW
roi_0204,DSC_8626.JPG,Anemone pulsatilla L.,Anemone,0.9628,487,Anemone montana Hoppe,Anemone,0.0155,485,Anemone patens L.,Anemone,0.0085,850,Anemone rubra Lam.,Anemone,0.0042,488,Anemone halleri All.,Anemone,0.003,480,0.9628,0.9473,Anemone,Anemone,True,TIER_1_HIGH
roi_0205,DSC_8626.JPG,Anemone pulsatilla L.,Anemone,0.9046,487,Lithodora fruticosa (L.) Griseb.,Lithodora,0.0655,30,Anemone patens L.,Anemone,0.014,850,Anemone halleri All.,Anemone,0.0024,480,Cyanotis somaliensis C.B.Clarke,Cyanotis,0.0018,986,0.9046,0.8391,Anemone,Lithodora,False,TIER_1_HIGH
roi_0206,DSC_8626.JPG,Anemone coronaria L.,Anemone,0.1633,135,Anemone pulsatilla L.,Anemone,0.1121,487,Lathraea clandestina L.,Lathraea,0.1098,429,Tradescantia virginiana L.,Tradescantia,0.0694,519,Anemone halleri All.,Anemone,0.0693,480,0.1633,0.0511999999999999,Anemone,Anemone,True,TIER_5_UNRELIABLE
roi_0207,DSC_8626.JPG,Anemone pulsatilla L.,Anemone,0.4933,487,Anemone rubra Lam.,Anemone,0.3389,488,Anemone montana Hoppe,Anemone,0.0941,485,Anemone patens L.,Anemone,0.0474,850,Anemone blanda Schott & Kotschy,Anemone,0.0101,567,0.4933,0.1544,Anemone,Anemone,True,TIER_3_GENUS_OK
roi_0208,DSC_8626.JPG,Lamium purpureum L.,Lamium,0.2883,84,Tradescantia pallida (Rose) D.R.Hunt,Tradescantia,0.082,686,Anemone halleri All.,Anemone,0.067,480,Perovskia atriplicifolia Benth.,Perovskia,0.048,576,Tradescantia zebrina Bosse,Tradescantia,0.0421,561,0.2883,0.2062999999999999,Lamium,Tradescantia,False,TIER_4_LOW
roi_0210,DSC_8628.JPG,Anemone alpina L.,Anemone,0.9595,471,Anemone ranunculoides L.,Anemone,0.0113,532,Anemone baldensis L.,Anemone,0.0061,474,Papaver alpinum L.,Papaver,0.0052,475,Diatelia tuberaria (L.) Demoly,Diatelia,0.005,190,0.9595,0.9482,Anemone,Anemone,True,TIER_1_HIGH
roi_0211,DSC_8630.JPG,Trifolium repens L.,Trifolium,0.1032,226,Xylopia nitida Dunal,Xylopia,0.0696,612,Trifolium dubium Sibth.,Trifolium,0.0292,223,Mussaenda arcuata Poir.,Mussaenda,0.024,668,Cenchrus echinatus L.,Cenchrus,0.0212,210,0.1032,0.0336,Trifolium,Xylopia,False,TIER_5_UNRELIABLE
roi_0212,DSC_8630.JPG,Daphne gnidium L.,Daphne,0.0955,140,Punica granatum L.,Punica,0.0625,122,Acalypha integrifolia Willd.,Acalypha,0.05,682,Trifolium repens L.,Trifolium,0.0384,226,Danthonia decumbens (L.) DC.,Danthonia,0.0289,155,0.0955,0.033,Daphne,Punica,False,TIER_5_UNRELIABLE
roi_0213,DSC_8630.JPG,Anemone alpina L.,Anemone,0.9789,471,Anemone vernalis L.,Anemone,0.0115,492,Anemone baldensis L.,Anemone,0.005,474,Anemone pulsatilla L.,Anemone,0.0014,487,Anemone patens L.,Anemone,0.0004,850,0.9789,0.9674,Anemone,Anemone,True,TIER_1_HIGH
roi_0214,DSC_8634.JPG,Anemone alpina L.,Anemone,0.6341,471,Liriodendron tulipifera L.,Liriodendron,0.1518,434,Freesia refracta (Jacq.) Eckl. ex Klatt,Freesia,0.0415,550,Anemone vernalis L.,Anemone,0.0346,492,Nymphaea alba L.,Nymphaea,0.0197,126,0.6341,0.4823,Anemone,Liriodendron,False,TIER_2_GOOD
roi_0215,DSC_8635.JPG,Alocasia sanderiana W.Bull,Alocasia,0.0966,861,Tetraclinis articulata (Vahl) Mast.,Tetraclinis,0.0292,581,Lactuca saligna L.,Lactuca,0.0237,43,Phyllanthus urinaria L.,Phyllanthus,0.0229,614,Lactuca perennis L.,Lactuca,0.0208,543,0.0966,0.0674,Alocasia,Tetraclinis,False,TIER_5_UNRELIABLE
roi_0217,DSC_8636.JPG,Anemone pulsatilla L.,Anemone,0.2628,487,Anemone nemorosa L.,Anemone,0.2299,486,Anemone hupehensis (Lemoine) Lemoine,Anemone,0.1934,527,Anemone vernalis L.,Anemone,0.1028,492,Anemone halleri All.,Anemone,0.0648,480,0.2628,0.0328999999999999,Anemone,Anemone,True,TIER_4_LOW
roi_0218,DSC_8636.JPG,Lamium maculatum (L.) L.,Lamium,0.7455,428,Lamium purpureum L.,Lamium,0.1787,84,Lamium amplexicaule L.,Lamium,0.0235,16,Lamium hybridum Vill.,Lamium,0.0186,83,Lamium garganicum L.,Lamium,0.0185,82,0.7455,0.5668000000000001,Lamium,Lamium,True,TIER_2_GOOD
roi_0219,DSC_8636.JPG,Papaver alpinum L.,Papaver,0.8657,475,Anemone alpina L.,Anemone,0.0675,471,Anemone vernalis L.,Anemone,0.0419,492,Papaver croceum Ledeb.,Papaver,0.0083,476,Papaver nudicaule L.,Papaver,0.0074,774,0.8657,0.7982,Papaver,Anemone,False,TIER_1_HIGH
roi_0220,DSC_8636.JPG,Papaver alpinum L.,Papaver,0.9029,475,Papaver croceum Ledeb.,Papaver,0.072,476,Papaver nudicaule L.,Papaver,0.0143,774,Anemone alpina L.,Anemone,0.0044,471,Trifolium montanum L.,Trifolium,0.0022,108,0.9029,0.8309000000000001,Papaver,Papaver,True,TIER_1_HIGH
roi_0221,DSC_8636.JPG,Tradescantia pallida (Rose) D.R.Hunt,Tradescantia,0.7974,686,Tradescantia pallida (Rose) D.R. Hunt,Tradescantia,0.1075,191,Anemone pulsatilla L.,Anemone,0.0452,487,Lamium purpureum L.,Lamium,0.0148,84,Tradescantia zebrina Bosse,Tradescantia,0.0061,561,0.7974,0.6899,Tradescantia,Tradescantia,True,TIER_2_GOOD
roi_0222,DSC_8636.JPG,Papaver alpinum L.,Papaver,0.9833,475,Papaver croceum Ledeb.,Papaver,0.0059,476,Papaver nudicaule L.,Papaver,0.0042,774,Anemone alpina L.,Anemone,0.0036,471,Anemone vernalis L.,Anemone,0.0014,492,0.9833,0.9774,Papaver,Papaver,True,TIER_1_HIGH
roi_0223,DSC_8636.JPG,Anemone pulsatilla L.,Anemone,0.7244,487,Anemone halleri All.,Anemone,0.1912,480,Anemone vernalis L.,Anemone,0.0634,492,Anemone patens L.,Anemone,0.0136,850,Anemone montana Hoppe,Anemone,0.0024,485,0.7244,0.5332,Anemone,Anemone,True,TIER_2_GOOD
roi_0224,DSC_8636.JPG,Trifolium alpinum L.,Trifolium,0.266,521,Nymphaea alba L.,Nymphaea,0.2441,126,Freesia refracta (Jacq.) Klatt,Freesia,0.189,189,Freesia refracta (Jacq.) Eckl. ex Klatt,Freesia,0.0951,550,Nymphaea candida C.Presl,Nymphaea,0.0638,452,0.266,0.0219,Trifolium,Nymphaea,False,TIER_4_LOW
