roi_id,source_image,validated_species,validated_genus,validation_method,validation_strength,include_in_metrics
roi_0399,DSC_8940.JPG,Trifolium alpinum L.,Trifolium,good_confidence_local,strong,True
roi_0400,DSC_8940.JPG,Trifolium alpinum L.,Trifolium,good_confidence_local,strong,True
roi_0401,DSC_8940.JPG,Noccaea rotundifolia (L.) Moench,Noccaea,unvalidated,weak,False
roi_0402,DSC_8942.JPG,Daphne mezereum L.,Daphne,unvalidated,weak,False
roi_0403,DSC_8942.JPG,Trifolium alpinum L.,Trifolium,high_confidence_local,strong,True
roi_0404,DSC_8942.JPG,Daphne mezereum L.,Daphne,high_confidence_local,strong,True
roi_0405,DSC_8942.JPG,Hebe brachysiphon Summerh.,Hebe,unvalidated,weak,False
roi_0406,DSC_8943.JPG,Lupinus arboreus Sims,Lupinus,high_confidence_local,strong,True
roi_0407,DSC_8943.JPG,Sedum acre L.,Sedum,moderate_with_genus_agreement,moderate,True
roi_0408,DSC_8943.JPG,Anemone hupehensis (Lemoine) Lemoine,Anemone,unvalidated,weak,False
roi_0409,DSC_8943.JPG,Lamium purpureum L.,Lamium,unvalidated,weak,False
roi_0410,DSC_8943.JPG,Sedum rupestre L.,Sedum,moderate_with_genus_agreement,moderate,True
roi_0411,DSC_8943.JPG,Anemone vernalis L.,Anemone,good_confidence_local,strong,True
roi_0415,DSC_8944.JPG,Dryas octopetala L.,Dryas,unvalidated,weak,False
roi_0416,DSC_8945.JPG,Daphne mezereum L.,Daphne,unvalidated,weak,False
roi_0419,DSC_8945.JPG,Centranthus ruber (L.) DC.,Centranthus,good_confidence_local,strong,True
roi_0420,DSC_8946.JPG,Hebe salicifolia (G.Forst.) Pennell,Hebe,unvalidated,weak,False
roi_0421,DSC_8946.JPG,Centranthus ruber (L.) DC.,Centranthus,unvalidated,weak,False
roi_0422,DSC_8946.JPG,Lupinus luteus L.,Lupinus,unvalidated,weak,False
roi_0424,DSC_8947.JPG,Lupinus angustifolius L.,Lupinus,moderate_with_genus_agreement,moderate,True
roi_0425,DSC_8948.JPG,Petiveria alliacea L.,Petiveria,unvalidated,weak,False
roi_0426,DSC_8948.JPG,Sedum acre L.,Sedum,unvalidated,weak,False
roi_0427,DSC_8948.JPG,Barbarea vulgaris R.Br.,Barbarea,unvalidated,weak,False
roi_0428,DSC_8949.JPG,Sedum rupestre L.,Sedum,unvalidated,weak,False
roi_0433,DSC_8954.JPG,Daphne laureola L.,Daphne,high_confidence_local,strong,True
roi_0434,DSC_8955.JPG,Barbarea vulgaris R.Br.,Barbarea,unvalidated,weak,False
roi_0437,DSC_8956.JPG,Sedum acre L.,Sedum,unvalidated,weak,False
roi_0439,DSC_8957.JPG,Barbarea vulgaris R.Br.,Barbarea,good_confidence_local,strong,True
roi_0442,DSC_8958.JPG,Elodea canadensis Michx.,Elodea,unvalidated,weak,False
roi_0443,DSC_8958.JPG,Elodea canadensis Michx.,Elodea,high_confidence_local,strong,True
roi_0444,DSC_8958.JPG,Aralia elata (Miq.) Seem.,Aralia,unvalidated,weak,False
roi_0445,DSC_8958.JPG,Limbarda crithmoides (L.) Dumort.,Limbarda,high_confidence_local,strong,True
roi_0446,DSC_8958.JPG,Elodea canadensis Michx.,Elodea,unvalidated,weak,False
roi_0448,DSC_8958.JPG,Astydamia latifolia Baill.,Astydamia,unvalidated,weak,False
roi_0449,DSC_8962.JPG,Daphne laureola L.,Daphne,unvalidated,weak,False
roi_0450,DSC_8962.JPG,Pancratium maritimum L.,Pancratium,high_confidence_local,strong,True
roi_0451,DSC_8962.JPG,Pancratium maritimum L.,Pancratium,high_confidence_local,strong,True
roi_0452,DSC_8963.JPG,Diervilla lonicera Mill.,Diervilla,unvalidated,weak,False
roi_0453,DSC_8963.JPG,Elodea canadensis Michx.,Elodea,unvalidated,weak,False
roi_0456,DSC_8964.JPG,Phedimus spurius (M.Bieb) 't Hart,Phedimus,good_confidence_local,strong,True
roi_0457,DSC_8964.JPG,Lavandula dentata L.,Lavandula,unvalidated,weak,False
roi_0463,DSC_8967.JPG,Trifolium dubium Sibth.,Trifolium,high_confidence_local,strong,True
roi_0465,DSC_8969.JPG,Trifolium alpinum L.,Trifolium,high_confidence_local,strong,True
roi_0468,DSC_8971.JPG,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,high_confidence_local,strong,True
roi_0470,DSC_8971.JPG,Alliaria petiolata (M.Bieb.) Cavara & Grande,Alliaria,unvalidated,weak,False
roi_0474,DSC_8972.JPG,Honckenya peploides (L.) Ehrh.,Honckenya,unvalidated,weak,False
roi_0476,DSC_8976.JPG,Dierama pulcherrimum (Hook.f.) Baker,Dierama,unvalidated,weak,False
roi_0478,DSC_8977.JPG,Centranthus ruber (L.) DC.,Centranthus,high_confidence_local,strong,True
roi_0479,DSC_8978.JPG,Lithodora fruticosa (L.) Griseb.,Lithodora,unvalidated,weak,False
roi_0480,DSC_8978.JPG,Lithodora fruticosa (L.) Griseb.,Lithodora,high_confidence_local,strong,True
roi_0481,DSC_8978.JPG,Daucus carota L.,Daucus,unvalidated,weak,False
roi_0482,DSC_8978.JPG,Eritrichium nanum (L.) Schrad. ex Gaudin,Eritrichium,high_confidence_local,strong,True
roi_0483,DSC_8979.JPG,Trifolium dubium Sibth.,Trifolium,unvalidated,weak,False
roi_0484,DSC_8979.JPG,Lapsana communis L.,Lapsana,unvalidated,weak,False
roi_0485,DSC_8979.JPG,Lithodora fruticosa (L.) Griseb.,Lithodora,unvalidated,weak,False
roi_0486,DSC_8979.JPG,Hypericum perforatum L.,Hypericum,good_confidence_local,strong,True
roi_0487,DSC_8979.JPG,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",Cymbalaria,unvalidated,weak,False
roi_0494,DSC_9089.jpg,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,good_confidence_local,strong,True
roi_0497,DSC_9089.jpg,Anthericum ramosum L.,Anthericum,good_confidence_local,strong,True
roi_0499,DSC_9090.jpg,Moehringia ciliata (Scop.) Dalla Torre,Moehringia,unvalidated,weak,False
roi_0500,DSC_9090.jpg,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,unvalidated,weak,False
roi_0504,DSC_9468.JPG,Angelica archangelica L.,Angelica,moderate_with_genus_agreement,moderate,True
roi_0505,DSC_9468.JPG,Pyracantha coccinea M.Roem.,Pyracantha,unvalidated,weak,False
roi_0506,DSC_9468.JPG,Daucus carota L.,Daucus,unvalidated,weak,False
roi_0507,DSC_9468.JPG,Daphne gnidium L.,Daphne,unvalidated,weak,False
roi_0508,DSC_9468.JPG,Daucus carota L.,Daucus,unvalidated,weak,False
roi_0509,DSC_9638.JPG,Viscaria vulgaris Bernh.,Viscaria,good_confidence_local,strong,True
roi_0510,DSC_9638.JPG,Daphne mezereum L.,Daphne,unvalidated,weak,False
roi_0511,DSC_9652.JPG,Petiveria alliacea L.,Petiveria,good_confidence_local,strong,True
roi_0512,DSC_9652.JPG,Liriodendron tulipifera L.,Liriodendron,unvalidated,weak,False
roi_0513,DSC_9652.JPG,Pereskia aculeata Mill.,Pereskia,unvalidated,weak,False
roi_0514,DSC_9652.JPG,Liriodendron tulipifera L.,Liriodendron,unvalidated,weak,False
roi_0515,DSC_9652.JPG,Anemone alpina L.,Anemone,unvalidated,weak,False
roi_0516,DSC_9652.JPG,Zamioculcas zamiifolia (Lodd.) Engl.,Zamioculcas,unvalidated,weak,False
roi_0517,E. heracleoides.JPG,Sedum sediforme (Jacq.) Pau,Sedum,unvalidated,weak,False
roi_0518,E. heracleoides.JPG,Centranthus calcitrapae (L.) Dufr.,Centranthus,unvalidated,weak,False
roi_0519,E. heracleoides.JPG,Angelica razulii Gouan,Angelica,unvalidated,weak,False
roi_0520,E. heracleoides.JPG,Sedum sediforme (Jacq.) Pau,Sedum,unvalidated,weak,False
roi_0521,E. heracleoides.JPG,Chaerophyllum aureum L.,Chaerophyllum,unvalidated,weak,False
roi_0523,E. heracleoides.JPG,Dryopteris filix-mas (L.) Schott,Dryopteris,unvalidated,weak,False
roi_0524,E. heracleoides.JPG,Sedum acre L.,Sedum,unvalidated,weak,False
roi_0525,E. heracleoides.JPG,Chaerophyllum aureum L.,Chaerophyllum,unvalidated,weak,False
roi_0526,E. umbellatum var. stellatum-1.JPG,Acacia mearnsii De Wild.,Acacia,unvalidated,weak,False
roi_0527,E. umbellatum var. stellatum-1.JPG,Acacia longifolia (Andrews) Willd.,Acacia,unvalidated,weak,False
roi_0528,E. umbellatum var. stellatum-1.JPG,Melilotus albus Medik.,Melilotus,unvalidated,weak,False
roi_0529,E. umbellatum var. stellatum-1.JPG,Angelica sylvestris L.,Angelica,unvalidated,weak,False
roi_0530,E. umbellatum var. stellatum-2.JPG,Hypericum perforatum L.,Hypericum,unvalidated,weak,False
roi_0536,E. umbellatum var. stellatum[2].JPG,Meum athamanticum Jacq.,Meum,unvalidated,weak,False
roi_0537,E. umbellatum var. stellatum[2].JPG,Angelica sylvestris L.,Angelica,unvalidated,weak,False
roi_0538,E. umbellatumvar.bahiiforme(1).JPG,Dryopteris filix-mas (L.) Schott,Dryopteris,unvalidated,weak,False
roi_0539,E. umbellatumvar.bahiiforme(1).JPG,Barbarea vulgaris R.Br.,Barbarea,unvalidated,weak,False
roi_0540,E. umbellatumvar.bahiiforme(2).JPG,Angelica archangelica L.,Angelica,unvalidated,weak,False
roi_0542,E.umbellatum var. bahiiforme.JPG,Sedum kamtschaticum Fisch. & C.A.Mey.,Sedum,good_confidence_local,strong,True
roi_0543,E.umbellatum var. bahiiforme.JPG,Angelica archangelica L.,Angelica,high_confidence_local,strong,True
roi_0544,E.umbellatum var. bahiiforme.JPG,Angelica archangelica L.,Angelica,unvalidated,weak,False
roi_0545,E.umbellatum var.stellatum(bendras vaizdas)-4.JPG,Sedum acre L.,Sedum,unvalidated,weak,False
roi_0546,E.umbellatum var.stellatum(bendras vaizdas)-4.JPG,Freesia refracta (Jacq.) Klatt,Freesia,unvalidated,weak,False
roi_0547,IMGP3799.jpg,Sagittaria lancifolia L.,Sagittaria,unvalidated,weak,False
roi_0559,P3240023.JPG m.jpg,Limbarda crithmoides (L.) Dumort.,Limbarda,unvalidated,weak,False
roi_0560,P3240023.JPG m.jpg,Berula erecta (Huds.) Coville,Berula,unvalidated,weak,False
roi_0561,P3240048.JPG,Anemone coronaria L.,Anemone,moderate_with_genus_agreement,moderate,True
roi_0562,P3240048.JPG,Dryopteris filix-mas (L.) Schott,Dryopteris,good_confidence_local,strong,True
roi_0563,P3240048.JPG,Lamium purpureum L.,Lamium,unvalidated,weak,False
roi_0564,P3240048.JPG,Casuarina cunninghamiana Miq.,Casuarina,unvalidated,weak,False
roi_0566,P4240127-2.JPG,Tradescantia pallida (Rose) D.R. Hunt,Tradescantia,moderate_with_genus_agreement,moderate,True
roi_0568,P4240127-2.JPG,Acacia dealbata Link,Acacia,unvalidated,weak,False
roi_0570,P4240129-2.JPG,Cirsium arvense (L.) Scop.,Cirsium,unvalidated,weak,False
roi_0571,P4240129-2.JPG,Trifolium stellatum L.,Trifolium,unvalidated,weak,False
roi_0572,P4240129-2.JPG,Cirsium vulgare (Savi) Ten.,Cirsium,high_confidence_local,strong,True
roi_0573,P4240135-2.JPG,Lagenaria sphaerica (Sond.) Naudin,Lagenaria,unvalidated,weak,False
roi_0575,P4240139-2.JPG,Ophrys bertolonii Moretti,Ophrys,unvalidated,weak,False
roi_0577,P4240139-2.JPG,Papaver hybridum L.,Papaver,unvalidated,weak,False
roi_0579,P4240142-2.JPG,Moehringia trinervia (L.) Clairv.,Moehringia,good_confidence_local,strong,True
roi_0580,P4240148-2.JPG,Hypericum patulum Thunb.,Hypericum,unvalidated,weak,False
roi_0581,P4240150-2.JPG,Sedum album L.,Sedum,unvalidated,weak,False
roi_0583,P4240150-2.JPG,Anemone nemorosa L.,Anemone,high_confidence_local,strong,True
roi_0584,P4240151-2.JPG,Helminthotheca echioides (L.) Holub,Helminthotheca,unvalidated,weak,False
roi_0586,P4240160-2.JPG,Oncostema peruviana (L.) Speta,Oncostema,unvalidated,weak,False
roi_0587,P4240164-2.JPG,Tradescantia virginiana L.,Tradescantia,good_confidence_local,strong,True
roi_0589,P4240168-2.JPG,Lamium purpureum L.,Lamium,high_confidence_local,strong,True
roi_0590,P4240168-2.JPG,Lamium purpureum L.,Lamium,good_confidence_local,strong,True
roi_0591,P4240168-2.JPG,Cyphostemma serpens (Hochst. ex A.Rich.) Desc.,Cyphostemma,unvalidated,weak,False
roi_0592,P4240168-2.JPG,Mercurialis perennis L.,Mercurialis,high_confidence_local,strong,True
roi_0593,P4240168-2.JPG,Mercurialis annua L.,Mercurialis,unvalidated,weak,False
roi_0595,P4240169-2.JPG,Sedum sediforme (Jacq.) Pau,Sedum,high_confidence_local,strong,True
roi_0597,P4240172-2.JPG,Anemone pulsatilla L.,Anemone,unvalidated,weak,False
roi_0598,P4240177-2.JPG,Thapsia villosa L.,Thapsia,good_confidence_local,strong,True
roi_0600,P4260001-2.JPG,Lamium galeobdolon (L.) L.,Lamium,unvalidated,weak,False
roi_0602,P4260002-2.JPG,Lupinus luteus L.,Lupinus,good_confidence_local,strong,True
roi_0604,P4260005-2.JPG,Tagetes erecta L.,Tagetes,good_confidence_local,strong,True
roi_0606,P4260007-2.JPG,Cirsium arvense (L.) Scop.,Cirsium,unvalidated,weak,False
roi_0608,P4260009-2(S).JPG,Strongylodon macrobotrys A.Gray,Strongylodon,unvalidated,weak,False
roi_0609,P4260010-2.JPG,Helminthotheca echioides (L.) Holub,Helminthotheca,high_confidence_local,strong,True
roi_0611,P4260013-2.JPG,Melilotus albus Medik.,Melilotus,high_confidence_local,strong,True
roi_0612,P4260013-2.JPG,Trifolium dubium Sibth.,Trifolium,unvalidated,weak,False
roi_0613,P4260013-2.JPG,Phedimus aizoon (L.) 't Hart,Phedimus,good_confidence_local,strong,True
roi_0614,P4260013-2.JPG,Phedimus spurius (M.Bieb) 't Hart,Phedimus,high_confidence_local,strong,True
roi_0615,P4260017-2.JPG,Cyanotis somaliensis C.B.Clarke,Cyanotis,unvalidated,weak,False
roi_0616,P4260017-2.JPG,Smilax rotundifolia L.,Smilax,unvalidated,weak,False
roi_0620,P4260022-2.JPG,Daucus carota L.,Daucus,unvalidated,weak,False
roi_0622,P4260024-2.JPG,Tagetes erecta L.,Tagetes,unvalidated,weak,False
roi_0624,P4260027-2.JPG,Cobaea scandens Cav.,Cobaea,unvalidated,weak,False
roi_0626,P4260029-2.JPG,Neolamarckia cadamba (Roxb.) Bosser,Neolamarckia,unvalidated,weak,False
roi_0628,P4260031-2.JPG,Trifolium repens L.,Trifolium,unvalidated,weak,False
roi_0629,P4260031-2.JPG,Cirsium vulgare (Savi) Ten.,Cirsium,unvalidated,weak,False
roi_0630,P4260031-2.JPG,Cirsium vulgare (Savi) Ten.,Cirsium,high_confidence_local,strong,True
roi_0631,P4260034-2.JPG,Trifolium tomentosum L.,Trifolium,unvalidated,weak,False
roi_0632,P4260034-2.JPG,Anemone pulsatilla L.,Anemone,unvalidated,weak,False
roi_0634,P4260035-2.JPG,Hebe andersonii (Lindl. & Paxton) Cockayne,Hebe,moderate_with_genus_agreement,moderate,True
roi_0635,P4260035-2.JPG,Honckenya peploides (L.) Ehrh.,Honckenya,high_confidence_local,strong,True
roi_0637,P4260046-2(S).JPG,Cirsium erisithales (Jacq.) Scop.,Cirsium,unvalidated,weak,False
roi_0638,P4260050-2.JPG,Mercurialis perennis L.,Mercurialis,unvalidated,weak,False
roi_0641,P4260053-2.JPG,Sedum rubens L.,Sedum,unvalidated,weak,False
roi_0643,P4260057-2.JPG,Honckenya peploides (L.) Ehrh.,Honckenya,good_confidence_local,strong,True
roi_0644,P4260062-2.JPG,Moehringia trinervia (L.) Clairv.,Moehringia,unvalidated,weak,False
roi_0645,P4260062-2.JPG,Bocoa prouacensis Aubl.,Bocoa,unvalidated,weak,False
roi_0646,P4260062-2.JPG,Thesium humifusum DC.,Thesium,unvalidated,weak,False
roi_0647,P4260062-2.JPG,Daphne laureola L.,Daphne,unvalidated,weak,False
roi_0650,P4260063-2.JPG,Alocasia sanderiana W.Bull,Alocasia,good_confidence_local,strong,True
roi_0651,P4260067-2.JPG,Lamium purpureum L.,Lamium,unvalidated,weak,False
roi_0652,P4260067-2.JPG,Smilax aspera L.,Smilax,unvalidated,weak,False
roi_0653,P4260067-2.JPG,Trifolium subterraneum L.,Trifolium,unvalidated,weak,False
