roi_id,source_image,validated_species,validated_genus,validation_method,validation_strength,include_in_metrics
roi_0416,DSC_8945.JPG,Lavandula angustifolia Mill.,Lavandula,unvalidated,weak,False
roi_0419,DSC_8945.JPG,Daphne striata Tratt.,Daphne,unvalidated,weak,False
roi_0420,DSC_8946.JPG,Lithodora fruticosa (L.) Griseb.,Lithodora,unvalidated,weak,False
roi_0421,DSC_8946.JPG,Lavandula angustifolia Mill.,Lavandula,good_confidence_local,strong,True
roi_0422,DSC_8946.JPG,Ophrys fusca Link,Ophrys,unvalidated,weak,False
roi_0424,DSC_8947.JPG,Ophrys lutea Cav.,Ophrys,unvalidated,weak,False
roi_0425,DSC_8948.JPG,Sedum album L.,Sedum,moderate_with_genus_agreement,moderate,True
roi_0426,DSC_8948.JPG,Barbarea vulgaris R.Br.,Barbarea,high_confidence_local,strong,True
roi_0427,DSC_8948.JPG,Sedum rupestre L.,Sedum,unvalidated,weak,False
roi_0428,DSC_8949.JPG,Sedum rupestre L.,Sedum,unvalidated,weak,False
roi_0433,DSC_8954.JPG,Pyracantha coccinea M.Roem.,Pyracantha,unvalidated,weak,False
roi_0434,DSC_8955.JPG,Barbarea verna (Mill.) Asch.,Barbarea,unvalidated,weak,False
roi_0437,DSC_8956.JPG,Sedum acre L.,Sedum,unvalidated,weak,False
roi_0439,DSC_8957.JPG,Barbarea verna (Mill.) Asch.,Barbarea,unvalidated,weak,False
roi_0442,DSC_8958.JPG,Lupinus arboreus Sims,Lupinus,unvalidated,weak,False
roi_0443,DSC_8958.JPG,Acacia saligna (Labill.) H.L.Wendl.,Acacia,unvalidated,weak,False
roi_0444,DSC_8958.JPG,Acalypha wilkesiana Müll.Arg.,Acalypha,unvalidated,weak,False
roi_0445,DSC_8958.JPG,Lavandula angustifolia Mill.,Lavandula,unvalidated,weak,False
roi_0446,DSC_8958.JPG,Sedum acre L.,Sedum,good_confidence_local,strong,True
roi_0448,DSC_8958.JPG,Sedum makinoi Maxim.,Sedum,high_confidence_local,strong,True
roi_0449,DSC_8962.JPG,Tradescantia pallida (Rose) D.R.Hunt,Tradescantia,unvalidated,weak,False
roi_0450,DSC_8962.JPG,Cereus hexagonus (L.) Mill.,Cereus,moderate_with_genus_agreement,moderate,True
roi_0451,DSC_8962.JPG,Cereus hexagonus (L.) Mill.,Cereus,unvalidated,weak,False
roi_0452,DSC_8963.JPG,Lamium amplexicaule L.,Lamium,unvalidated,weak,False
roi_0453,DSC_8963.JPG,Sedum acre L.,Sedum,moderate_with_genus_agreement,moderate,True
roi_0456,DSC_8964.JPG,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,unvalidated,weak,False
roi_0457,DSC_8964.JPG,Lavandula stoechas L.,Lavandula,unvalidated,weak,False
roi_0463,DSC_8967.JPG,Trifolium dubium Sibth.,Trifolium,good_confidence_local,strong,True
roi_0465,DSC_8969.JPG,Trifolium alpinum L.,Trifolium,high_confidence_local,strong,True
roi_0468,DSC_8971.JPG,Trachelospermum jasminoides (Lindl.) Lem.,Trachelospermum,good_confidence_local,strong,True
roi_0470,DSC_8971.JPG,Alliaria petiolata (M.Bieb.) Cavara & Grande,Alliaria,high_confidence_local,strong,True
roi_0474,DSC_8972.JPG,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",Cymbalaria,unvalidated,weak,False
roi_0476,DSC_8976.JPG,Lupinus polyphyllus Lindl.,Lupinus,unvalidated,weak,False
roi_0478,DSC_8977.JPG,Pyracantha coccinea M.Roem.,Pyracantha,unvalidated,weak,False
roi_0479,DSC_8978.JPG,Lithodora fruticosa (L.) Griseb.,Lithodora,high_confidence_local,strong,True
roi_0480,DSC_8978.JPG,Lithodora fruticosa (L.) Griseb.,Lithodora,high_confidence_local,strong,True
roi_0481,DSC_8978.JPG,Lithodora fruticosa (L.) Griseb.,Lithodora,unvalidated,weak,False
roi_0482,DSC_8978.JPG,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",Cymbalaria,unvalidated,weak,False
roi_0483,DSC_8979.JPG,Barbarea vulgaris R.Br.,Barbarea,good_confidence_local,strong,True
roi_0484,DSC_8979.JPG,Trifolium dubium Sibth.,Trifolium,unvalidated,weak,False
roi_0485,DSC_8979.JPG,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",Cymbalaria,unvalidated,weak,False
roi_0486,DSC_8979.JPG,Trifolium dubium Sibth.,Trifolium,unvalidated,weak,False
roi_0487,DSC_8979.JPG,Sedum spathulifolium Hook.,Sedum,unvalidated,weak,False
roi_0494,DSC_9089.jpg,Anemone nemorosa L.,Anemone,unvalidated,weak,False
roi_0497,DSC_9089.jpg,Asystasia gangetica (L.) T.Anderson,Asystasia,unvalidated,weak,False
roi_0499,DSC_9090.jpg,Anemone apennina L.,Anemone,unvalidated,weak,False
roi_0500,DSC_9090.jpg,Moehringia trinervia (L.) Clairv.,Moehringia,unvalidated,weak,False
roi_0504,DSC_9468.JPG,Acacia mearnsii De Wild.,Acacia,good_confidence_local,strong,True
roi_0505,DSC_9468.JPG,Acacia mearnsii De Wild.,Acacia,unvalidated,weak,False
roi_0506,DSC_9468.JPG,Angelica sylvestris L.,Angelica,moderate_with_genus_agreement,moderate,True
roi_0507,DSC_9468.JPG,Mercurialis perennis L.,Mercurialis,moderate_with_genus_agreement,moderate,True
roi_0508,DSC_9468.JPG,Angelica sylvestris L.,Angelica,unvalidated,weak,False
roi_0509,DSC_9638.JPG,Viscaria vulgaris Bernh.,Viscaria,unvalidated,weak,False
roi_0510,DSC_9638.JPG,Daphne mezereum L.,Daphne,good_confidence_local,strong,True
roi_0511,DSC_9652.JPG,Lapsana communis L.,Lapsana,unvalidated,weak,False
roi_0512,DSC_9652.JPG,Calendula officinalis L.,Calendula,unvalidated,weak,False
roi_0513,DSC_9652.JPG,Anemone baldensis L.,Anemone,unvalidated,weak,False
roi_0514,DSC_9652.JPG,Anemone alpina L.,Anemone,unvalidated,weak,False
roi_0515,DSC_9652.JPG,Anemone alpina L.,Anemone,good_confidence_local,strong,True
roi_0516,DSC_9652.JPG,Helminthotheca echioides (L.) Holub,Helminthotheca,unvalidated,weak,False
roi_0517,E. heracleoides.JPG,Sedum sediforme (Jacq.) Pau,Sedum,unvalidated,weak,False
roi_0518,E. heracleoides.JPG,Centranthus calcitrapae (L.) Dufr.,Centranthus,good_confidence_local,strong,True
roi_0519,E. heracleoides.JPG,Sedum acre L.,Sedum,unvalidated,weak,False
roi_0520,E. heracleoides.JPG,Daucus carota L.,Daucus,unvalidated,weak,False
roi_0521,E. heracleoides.JPG,Sedum album L.,Sedum,unvalidated,weak,False
roi_0523,E. heracleoides.JPG,Trifolium campestre Schreb.,Trifolium,unvalidated,weak,False
roi_0524,E. heracleoides.JPG,Sedum album L.,Sedum,unvalidated,weak,False
roi_0525,E. heracleoides.JPG,Thapsia villosa L.,Thapsia,unvalidated,weak,False
roi_0526,E. umbellatum var. stellatum-1.JPG,Acacia mearnsii De Wild.,Acacia,high_confidence_local,strong,True
roi_0527,E. umbellatum var. stellatum-1.JPG,Trinia glauca (L.) Dumort.,Trinia,unvalidated,weak,False
roi_0528,E. umbellatum var. stellatum-1.JPG,Mercurialis perennis L.,Mercurialis,unvalidated,weak,False
roi_0529,E. umbellatum var. stellatum-1.JPG,Angelica archangelica L.,Angelica,moderate_with_genus_agreement,moderate,True
roi_0530,E. umbellatum var. stellatum-2.JPG,Hypericum perforatum L.,Hypericum,unvalidated,weak,False
roi_0536,E. umbellatum var. stellatum[2].JPG,Mercurialis annua L.,Mercurialis,moderate_with_genus_agreement,moderate,True
roi_0537,E. umbellatum var. stellatum[2].JPG,Acacia mearnsii De Wild.,Acacia,unvalidated,weak,False
roi_0538,E. umbellatumvar.bahiiforme(1).JPG,Daphne laureola L.,Daphne,unvalidated,weak,False
roi_0539,E. umbellatumvar.bahiiforme(1).JPG,Acacia dealbata Link,Acacia,unvalidated,weak,False
roi_0540,E. umbellatumvar.bahiiforme(2).JPG,Angelica archangelica L.,Angelica,unvalidated,weak,False
roi_0542,E.umbellatum var. bahiiforme.JPG,Sedum kamtschaticum Fisch. & C.A.Mey.,Sedum,high_confidence_local,strong,True
roi_0543,E.umbellatum var. bahiiforme.JPG,Angelica archangelica L.,Angelica,high_confidence_local,strong,True
roi_0544,E.umbellatum var. bahiiforme.JPG,Angelica archangelica L.,Angelica,high_confidence_local,strong,True
roi_0545,E.umbellatum var.stellatum(bendras vaizdas)-4.JPG,Sedum acre L.,Sedum,unvalidated,weak,False
roi_0546,E.umbellatum var.stellatum(bendras vaizdas)-4.JPG,Ophrys insectifera L.,Ophrys,unvalidated,weak,False
roi_0547,IMGP3799.jpg,Acacia saligna (Labill.) Wendl.,Acacia,unvalidated,weak,False
roi_0559,P3240023.JPG m.jpg,Sedum sediforme (Jacq.) Pau,Sedum,moderate_with_genus_agreement,moderate,True
roi_0560,P3240023.JPG m.jpg,Daucus carota L.,Daucus,unvalidated,weak,False
roi_0561,P3240048.JPG,Dryopteris filix-mas (L.) Schott,Dryopteris,unvalidated,weak,False
roi_0562,P3240048.JPG,Papaver orientale L.,Papaver,unvalidated,weak,False
roi_0563,P3240048.JPG,Alcea rosea L.,Alcea,unvalidated,weak,False
roi_0564,P3240048.JPG,Lavandula latifolia Medik.,Lavandula,unvalidated,weak,False
roi_0566,P4240127-2.JPG,Tradescantia pallida (Rose) D.R.Hunt,Tradescantia,good_confidence_local,strong,True
roi_0568,P4240127-2.JPG,Acacia dealbata Link,Acacia,good_confidence_local,strong,True
roi_0570,P4240129-2.JPG,Cenchrus purpureus (Schumach.) Morrone,Cenchrus,unvalidated,weak,False
roi_0571,P4240129-2.JPG,Lactuca sativa L.,Lactuca,unvalidated,weak,False
roi_0572,P4240129-2.JPG,Cirsium vulgare (Savi) Ten.,Cirsium,high_confidence_local,strong,True
roi_0573,P4240135-2.JPG,Anemone pulsatilla L.,Anemone,unvalidated,weak,False
roi_0575,P4240139-2.JPG,Ophrys bertolonii Moretti,Ophrys,good_confidence_local,strong,True
roi_0577,P4240139-2.JPG,Papaver rhoeas L.,Papaver,moderate_with_genus_agreement,moderate,True
roi_0579,P4240142-2.JPG,Smilax rotundifolia L.,Smilax,good_confidence_local,strong,True
roi_0580,P4240148-2.JPG,Guizotia abyssinica (L.f.) Cass.,Guizotia,unvalidated,weak,False
roi_0581,P4240150-2.JPG,Smilax aspera L.,Smilax,high_confidence_local,strong,True
roi_0583,P4240150-2.JPG,Anemone nemorosa L.,Anemone,unvalidated,weak,False
roi_0584,P4240151-2.JPG,Calendula officinalis L.,Calendula,good_confidence_local,strong,True
roi_0586,P4240160-2.JPG,Hackelia velutina (Piper) I.M. Johnst.,Hackelia,unvalidated,weak,False
roi_0587,P4240164-2.JPG,Anemone hepatica L.,Anemone,good_confidence_local,strong,True
roi_0589,P4240168-2.JPG,Lactuca sativa L.,Lactuca,good_confidence_local,strong,True
roi_0590,P4240168-2.JPG,Lactuca sativa L.,Lactuca,unvalidated,weak,False
roi_0591,P4240168-2.JPG,Acalypha integrifolia Willd.,Acalypha,unvalidated,weak,False
roi_0592,P4240168-2.JPG,Mercurialis perennis L.,Mercurialis,unvalidated,weak,False
roi_0593,P4240168-2.JPG,Mercurialis annua L.,Mercurialis,unvalidated,weak,False
roi_0595,P4240169-2.JPG,Barbarea vulgaris W.T. Aiton,Barbarea,unvalidated,weak,False
roi_0597,P4240172-2.JPG,Perovskia atriplicifolia Benth.,Perovskia,good_confidence_local,strong,True
roi_0598,P4240177-2.JPG,Thapsia villosa L.,Thapsia,unvalidated,weak,False
roi_0600,P4260001-2.JPG,Crotalaria juncea L.,Crotalaria,unvalidated,weak,False
roi_0602,P4260002-2.JPG,Lupinus luteus L.,Lupinus,high_confidence_local,strong,True
roi_0604,P4260005-2.JPG,Helminthotheca echioides (L.) Holub,Helminthotheca,unvalidated,weak,False
roi_0606,P4260007-2.JPG,Trifolium arvense L.,Trifolium,unvalidated,weak,False
roi_0608,P4260009-2(S).JPG,Lupinus angustifolius L.,Lupinus,good_confidence_local,strong,True
roi_0609,P4260010-2.JPG,Helminthotheca echioides (L.) Holub,Helminthotheca,high_confidence_local,strong,True
roi_0611,P4260013-2.JPG,Anemone nemorosa L.,Anemone,unvalidated,weak,False
roi_0612,P4260013-2.JPG,Daphne laureola L.,Daphne,high_confidence_local,strong,True
roi_0613,P4260013-2.JPG,Phedimus aizoon (L.) 't Hart,Phedimus,unvalidated,weak,False
roi_0614,P4260013-2.JPG,Phedimus spurius (M.Bieb) 't Hart,Phedimus,high_confidence_local,strong,True
roi_0615,P4260017-2.JPG,Cyanotis somaliensis C.B.Clarke,Cyanotis,good_confidence_local,strong,True
roi_0616,P4260017-2.JPG,Cucurbita maxima Duchesne,Cucurbita,moderate_with_genus_agreement,moderate,True
roi_0620,P4260022-2.JPG,Punica granatum L.,Punica,unvalidated,weak,False
roi_0622,P4260024-2.JPG,Cobaea scandens Cav.,Cobaea,unvalidated,weak,False
roi_0624,P4260027-2.JPG,Anemone pulsatilla L.,Anemone,good_confidence_local,strong,True
roi_0626,P4260029-2.JPG,Calendula officinalis L.,Calendula,unvalidated,weak,False
roi_0628,P4260031-2.JPG,Sedum acre L.,Sedum,unvalidated,weak,False
roi_0629,P4260031-2.JPG,Tradescantia pallida (Rose) D.R.Hunt,Tradescantia,unvalidated,weak,False
roi_0630,P4260031-2.JPG,Lavandula stoechas L.,Lavandula,unvalidated,weak,False
roi_0631,P4260034-2.JPG,Lactuca sativa L.,Lactuca,high_confidence_local,strong,True
roi_0632,P4260034-2.JPG,Helicodiceros muscivorus (L.f.) Engl.,Helicodiceros,unvalidated,weak,False
roi_0634,P4260035-2.JPG,Empetrum nigrum L.,Empetrum,unvalidated,weak,False
roi_0635,P4260035-2.JPG,Sedum album L.,Sedum,unvalidated,weak,False
roi_0637,P4260046-2(S).JPG,Calendula officinalis L.,Calendula,high_confidence_local,strong,True
roi_0638,P4260050-2.JPG,Morinda citrifolia L.,Morinda,unvalidated,weak,False
roi_0641,P4260053-2.JPG,Punica granatum L.,Punica,unvalidated,weak,False
roi_0643,P4260057-2.JPG,Honckenya peploides (L.) Ehrh.,Honckenya,unvalidated,weak,False
roi_0644,P4260062-2.JPG,Mercurialis perennis L.,Mercurialis,unvalidated,weak,False
roi_0645,P4260062-2.JPG,Sedum acre L.,Sedum,unvalidated,weak,False
roi_0646,P4260062-2.JPG,Punica granatum L.,Punica,unvalidated,weak,False
roi_0647,P4260062-2.JPG,Punica granatum L.,Punica,unvalidated,weak,False
roi_0650,P4260063-2.JPG,Lupinus angustifolius L.,Lupinus,good_confidence_local,strong,True
roi_0651,P4260067-2.JPG,Cucurbita moschata Duchesne,Cucurbita,unvalidated,weak,False
roi_0652,P4260067-2.JPG,Sedum acre L.,Sedum,unvalidated,weak,False
roi_0653,P4260067-2.JPG,Sedum spathulifolium Hook.,Sedum,unvalidated,weak,False
