roi_id,source_image,final_species,final_genus,label_source,label_confidence,confidence_tier,top1_confidence
roi_0342,DSC_8918.JPG,Smilax aspera L.,Smilax,high_confidence_local,high,TIER_1_HIGH,0.9446
roi_0343,DSC_8920.JPG,Daphne sp. (uncertain),Daphne,local_uncertain,low,TIER_4_LOW,0.2689
roi_0353,DSC_8924.JPG,Acalypha sp. (uncertain),Acalypha,local_uncertain,low,TIER_3_MODERATE,0.5983
roi_0354,DSC_8924.JPG,Moehringia sp. (uncertain),Moehringia,local_uncertain,low,TIER_5_UNRELIABLE,0.1774
roi_0355,DSC_8926.JPG,Duchesnea indica (Andrews) Teschem.,Duchesnea,high_confidence_local,high,TIER_1_HIGH,0.8484
roi_0356,DSC_8926.JPG,Cymbalaria sp. (uncertain),Cymbalaria,local_uncertain,low,TIER_4_LOW,0.3099
roi_0357,DSC_8926.JPG,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",Cymbalaria,high_confidence_local,high,TIER_1_HIGH,0.9113
roi_0358,DSC_8926.JPG,Cymbalaria sp. (uncertain),Cymbalaria,local_uncertain,low,TIER_3_MODERATE,0.4913
roi_0359,DSC_8926.JPG,Trifolium sp. (uncertain),Trifolium,local_uncertain,low,TIER_5_UNRELIABLE,0.1472
roi_0360,DSC_8926.JPG,Sedum sp. (uncertain),Sedum,local_uncertain,low,TIER_5_UNRELIABLE,0.0737
roi_0361,DSC_8927.JPG,Fragaria vesca L.,Fragaria,high_confidence_local,high,TIER_1_HIGH,0.8713
roi_0362,DSC_8927.JPG,Duchesnea indica (Andrews) Teschem.,Duchesnea,good_confidence_local,high,TIER_2_GOOD,0.6518
roi_0363,DSC_8927.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_4_LOW,0.2584
roi_0364,DSC_8927.JPG,Alliaria sp. (uncertain),Alliaria,local_uncertain,low,TIER_5_UNRELIABLE,0.1016
roi_0366,DSC_8928.JPG,Atocion sp. (uncertain),Atocion,local_uncertain,low,TIER_4_LOW,0.2786
roi_0369,DSC_8929.JPG,Alliaria sp. (uncertain),Alliaria,local_uncertain,low,TIER_4_LOW,0.2104
roi_0370,DSC_8929.JPG,Hypericum sp. (uncertain),Hypericum,local_uncertain,low,TIER_5_UNRELIABLE,0.0631
roi_0372,DSC_8929.JPG,Honckenya peploides (L.) Ehrh.,Honckenya,good_confidence_local,high,TIER_2_GOOD,0.6496
roi_0373,DSC_8930.JPG,Dierama sp. (uncertain),Dierama,local_uncertain,low,TIER_4_LOW,0.2684
roi_0377,DSC_8931.JPG,Daucus sp. (uncertain),Daucus,local_uncertain,low,TIER_4_LOW,0.2089
roi_0378,DSC_8931.JPG,Lupinus sp. (uncertain),Lupinus,local_uncertain,low,TIER_3_MODERATE,0.4079
roi_0380,DSC_8931.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_4_LOW,0.2163
roi_0381,DSC_8931.JPG,Osmunda sp. (uncertain),Osmunda,local_uncertain,low,TIER_4_LOW,0.2428
roi_0382,DSC_8931.JPG,Acacia sp. (uncertain),Acacia,local_uncertain,low,TIER_5_UNRELIABLE,0.1403
roi_0384,DSC_8931.JPG,Limbarda sp. (uncertain),Limbarda,local_uncertain,low,TIER_4_LOW,0.3924
roi_0385,DSC_8931.JPG,Punica sp. (uncertain),Punica,local_uncertain,low,TIER_4_LOW,0.3604
roi_0386,DSC_8932.JPG,Trifolium sp. (uncertain),Trifolium,local_uncertain,low,TIER_3_GENUS_OK,0.4473
roi_0387,DSC_8932.JPG,Cenchrus sp. (uncertain),Cenchrus,local_uncertain,low,TIER_4_LOW,0.2819
roi_0388,DSC_8932.JPG,Barbarea vulgaris R.Br.,Barbarea,good_confidence_local,high,TIER_2_GOOD,0.6126
roi_0389,DSC_8934.JPG,Daphne cneorum L.,Daphne,high_confidence_local,high,TIER_1_HIGH,0.9918
roi_0390,DSC_8934.JPG,Pelargonium sp. (uncertain),Pelargonium,local_uncertain,low,TIER_3_MODERATE,0.425
roi_0391,DSC_8934.JPG,Lamium sp. (uncertain),Lamium,local_uncertain,low,TIER_5_UNRELIABLE,0.1334
roi_0393,DSC_8936.JPG,Barbarea sp. (uncertain),Barbarea,local_uncertain,low,TIER_4_LOW,0.271
roi_0394,DSC_8936.JPG,Anemone pulsatilla L.,Anemone,good_confidence_local,high,TIER_2_GOOD,0.6554
roi_0396,DSC_8938.JPG,Anemone pulsatilla L.,Anemone,high_confidence_local,high,TIER_1_HIGH,0.8639
roi_0397,DSC_8938.JPG,Cirsium sp. (uncertain),Cirsium,local_uncertain,low,TIER_4_LOW,0.343
roi_0398,DSC_8940.JPG,Punica granatum L.,Punica,good_confidence_local,high,TIER_2_GOOD,0.6412
roi_0399,DSC_8940.JPG,Trifolium sp. (uncertain),Trifolium,local_uncertain,low,TIER_5_UNRELIABLE,0.122
roi_0400,DSC_8940.JPG,Punica sp. (uncertain),Punica,local_uncertain,low,TIER_5_UNRELIABLE,0.1341
roi_0401,DSC_8940.JPG,Daphne sp. (uncertain),Daphne,local_uncertain,low,TIER_3_MODERATE,0.5518
roi_0402,DSC_8942.JPG,Daphne sp. (uncertain),Daphne,local_uncertain,low,TIER_5_UNRELIABLE,0.1279
roi_0403,DSC_8942.JPG,Daphne sp. (uncertain),Daphne,local_uncertain,low,TIER_4_LOW,0.2782
roi_0404,DSC_8942.JPG,Lavandula sp. (uncertain),Lavandula,local_uncertain,low,TIER_4_LOW,0.2009
roi_0405,DSC_8942.JPG,Noccaea sp. (uncertain),Noccaea,local_uncertain,low,TIER_3_MODERATE,0.4396
roi_0406,DSC_8943.JPG,Barbarea sp. (uncertain),Barbarea,local_uncertain,low,TIER_4_LOW,0.2719
roi_0407,DSC_8943.JPG,Sedum acre L.,Sedum,good_confidence_local,high,TIER_2_GOOD,0.603
roi_0408,DSC_8943.JPG,Barbarea vulgaris R.Br.,Barbarea,good_confidence_local,high,TIER_2_GOOD,0.7521
roi_0409,DSC_8943.JPG,Lavandula angustifolia Mill.,Lavandula,high_confidence_local,high,TIER_1_HIGH,0.8971
roi_0410,DSC_8943.JPG,Sedum sp. (uncertain),Sedum,local_uncertain,low,TIER_4_LOW,0.3697
roi_0411,DSC_8943.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_3_GENUS_OK,0.4841
roi_0415,DSC_8944.JPG,Fragaria sp. (uncertain),Fragaria,local_uncertain,low,TIER_3_MODERATE,0.432
roi_0416,DSC_8945.JPG,Lithodora fruticosa (L.) Griseb.,Lithodora,good_confidence_local,high,TIER_2_GOOD,0.6484
roi_0419,DSC_8945.JPG,Daphne sp. (uncertain),Daphne,local_uncertain,low,TIER_3_GENUS_OK,0.485
roi_0420,DSC_8946.JPG,Lithodora fruticosa (L.) Griseb.,Lithodora,good_confidence_local,high,TIER_2_GOOD,0.7466
roi_0421,DSC_8946.JPG,Lavandula sp. (uncertain),Lavandula,local_uncertain,low,TIER_4_LOW,0.3985
roi_0422,DSC_8946.JPG,Lupinus sp. (uncertain),Lupinus,local_uncertain,low,TIER_3_MODERATE,0.5467
roi_0424,DSC_8947.JPG,Lupinus angustifolius L.,Lupinus,good_confidence_local,high,TIER_2_GOOD,0.6924
roi_0425,DSC_8948.JPG,Zamioculcas sp. (uncertain),Zamioculcas,local_uncertain,low,TIER_5_UNRELIABLE,0.1887
roi_0426,DSC_8948.JPG,Barbarea vulgaris R.Br.,Barbarea,good_confidence_local,high,TIER_2_GOOD,0.7769
roi_0427,DSC_8948.JPG,Sedum sp. (uncertain),Sedum,local_uncertain,low,TIER_3_MODERATE,0.4238
roi_0428,DSC_8949.JPG,Sedum sp. (uncertain),Sedum,local_uncertain,low,TIER_3_GENUS_OK,0.5542
roi_0433,DSC_8954.JPG,Punica sp. (uncertain),Punica,local_uncertain,low,TIER_5_UNRELIABLE,0.1112
roi_0434,DSC_8955.JPG,Barbarea sp. (uncertain),Barbarea,local_uncertain,low,TIER_5_UNRELIABLE,0.1426
roi_0437,DSC_8956.JPG,Calendula sp. (uncertain),Calendula,local_uncertain,low,TIER_4_LOW,0.2223
roi_0439,DSC_8957.JPG,Barbarea sp. (uncertain),Barbarea,local_uncertain,low,TIER_3_GENUS_OK,0.4836
roi_0442,DSC_8958.JPG,Elodea canadensis Michx.,Elodea,good_confidence_local,high,TIER_2_GOOD,0.6583
roi_0443,DSC_8958.JPG,Elodea canadensis Michx.,Elodea,high_confidence_local,high,TIER_1_HIGH,0.9764
roi_0444,DSC_8958.JPG,Acalypha sp. (uncertain),Acalypha,local_uncertain,low,TIER_4_LOW,0.2003
roi_0445,DSC_8958.JPG,Lactuca sp. (uncertain),Lactuca,local_uncertain,low,TIER_5_UNRELIABLE,0.1956
roi_0446,DSC_8958.JPG,Prosopis sp. (uncertain),Prosopis,local_uncertain,low,TIER_5_UNRELIABLE,0.1459
roi_0448,DSC_8958.JPG,Sedum sp. (uncertain),Sedum,local_uncertain,low,TIER_4_LOW,0.3871
roi_0449,DSC_8962.JPG,Daphne sp. (uncertain),Daphne,local_uncertain,low,TIER_4_LOW,0.2476
roi_0450,DSC_8962.JPG,Pancratium sp. (uncertain),Pancratium,local_uncertain,low,TIER_3_MODERATE,0.5215
roi_0451,DSC_8962.JPG,Pancratium maritimum L.,Pancratium,high_confidence_local,high,TIER_1_HIGH,0.8512
roi_0452,DSC_8963.JPG,Helminthotheca sp. (uncertain),Helminthotheca,local_uncertain,low,TIER_5_UNRELIABLE,0.1466
roi_0453,DSC_8963.JPG,Sedum sp. (uncertain),Sedum,local_uncertain,low,TIER_4_LOW,0.337
roi_0456,DSC_8964.JPG,Pelargonium sp. (uncertain),Pelargonium,local_uncertain,low,TIER_4_LOW,0.2999
roi_0457,DSC_8964.JPG,Lavandula sp. (uncertain),Lavandula,local_uncertain,low,TIER_3_GENUS_OK,0.449
roi_0463,DSC_8967.JPG,Trifolium dubium Sibth.,Trifolium,good_confidence_local,high,TIER_2_GOOD,0.7693
roi_0465,DSC_8969.JPG,Trifolium alpinum L.,Trifolium,good_confidence_local,high,TIER_2_GOOD,0.6106
roi_0468,DSC_8971.JPG,Tradescantia sp. (uncertain),Tradescantia,local_uncertain,low,TIER_3_MODERATE,0.4104
roi_0470,DSC_8971.JPG,Alliaria sp. (uncertain),Alliaria,local_uncertain,low,TIER_3_MODERATE,0.4573
roi_0474,DSC_8972.JPG,Trifolium sp. (uncertain),Trifolium,local_uncertain,low,TIER_5_UNRELIABLE,0.1543
roi_0476,DSC_8976.JPG,Lycoris sp. (uncertain),Lycoris,local_uncertain,low,TIER_5_UNRELIABLE,0.1207
roi_0478,DSC_8977.JPG,Centranthus sp. (uncertain),Centranthus,local_uncertain,low,TIER_3_MODERATE,0.4495
roi_0479,DSC_8978.JPG,Guaiacum sp. (uncertain),Guaiacum,local_uncertain,low,TIER_5_UNRELIABLE,0.1073
roi_0480,DSC_8978.JPG,Eritrichium nanum (L.) Schrad. ex Gaudin,Eritrichium,good_confidence_local,high,TIER_2_GOOD,0.7879
roi_0481,DSC_8978.JPG,Lithodora sp. (uncertain),Lithodora,local_uncertain,low,TIER_5_UNRELIABLE,0.149
roi_0482,DSC_8978.JPG,Lavandula sp. (uncertain),Lavandula,local_uncertain,low,TIER_4_LOW,0.3239
roi_0483,DSC_8979.JPG,Barbarea vulgaris R.Br.,Barbarea,high_confidence_local,high,TIER_1_HIGH,0.8651
roi_0484,DSC_8979.JPG,Trifolium dubium Sibth.,Trifolium,high_confidence_local,high,TIER_1_HIGH,0.9097
roi_0485,DSC_8979.JPG,Cymbalaria sp. (uncertain),Cymbalaria,local_uncertain,low,TIER_5_UNRELIABLE,0.1232
roi_0486,DSC_8979.JPG,Barbarea sp. (uncertain),Barbarea,local_uncertain,low,TIER_5_UNRELIABLE,0.1735
roi_0487,DSC_8979.JPG,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",Cymbalaria,high_confidence_local,high,TIER_1_HIGH,0.9644
roi_0494,DSC_9089.jpg,Trachelospermum sp. (uncertain),Trachelospermum,local_uncertain,low,TIER_4_LOW,0.2954
roi_0497,DSC_9089.jpg,Tradescantia sp. (uncertain),Tradescantia,local_uncertain,low,TIER_3_MODERATE,0.5347
roi_0499,DSC_9090.jpg,Myosoton sp. (uncertain),Myosoton,local_uncertain,low,TIER_4_LOW,0.3209
roi_0500,DSC_9090.jpg,Zamioculcas sp. (uncertain),Zamioculcas,local_uncertain,low,TIER_3_MODERATE,0.4311
roi_0504,DSC_9468.JPG,Angelica sp. (uncertain),Angelica,local_uncertain,low,TIER_3_GENUS_OK,0.4479
roi_0506,DSC_9468.JPG,Angelica sp. (uncertain),Angelica,local_uncertain,low,TIER_4_LOW,0.3735
roi_0507,DSC_9468.JPG,Mercurialis sp. (uncertain),Mercurialis,local_uncertain,low,TIER_3_MODERATE,0.439
roi_0508,DSC_9468.JPG,Meum sp. (uncertain),Meum,local_uncertain,low,TIER_3_MODERATE,0.5938
roi_0509,DSC_9638.JPG,Daphne sp. (uncertain),Daphne,local_uncertain,low,TIER_4_LOW,0.2291
roi_0510,DSC_9638.JPG,Daphne sp. (uncertain),Daphne,local_uncertain,low,TIER_4_LOW,0.2893
roi_0511,DSC_9652.JPG,Gynura sp. (uncertain),Gynura,local_uncertain,low,TIER_4_LOW,0.3469
roi_0512,DSC_9652.JPG,Pereskia sp. (uncertain),Pereskia,local_uncertain,low,TIER_4_LOW,0.2393
roi_0513,DSC_9652.JPG,Pereskia sp. (uncertain),Pereskia,local_uncertain,low,TIER_3_MODERATE,0.5304
roi_0514,DSC_9652.JPG,Nymphaea sp. (uncertain),Nymphaea,local_uncertain,low,TIER_5_UNRELIABLE,0.1878
roi_0515,DSC_9652.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_5_UNRELIABLE,0.1369
roi_0516,DSC_9652.JPG,Cobaea sp. (uncertain),Cobaea,local_uncertain,low,TIER_4_LOW,0.2766
roi_0517,E. heracleoides.JPG,Sedum sediforme (Jacq.) Pau,Sedum,good_confidence_local,high,TIER_2_GOOD,0.7119
roi_0518,E. heracleoides.JPG,Centranthus calcitrapae (L.) Dufr.,Centranthus,high_confidence_local,high,TIER_1_HIGH,0.8329
roi_0519,E. heracleoides.JPG,Aralia sp. (uncertain),Aralia,local_uncertain,low,TIER_5_UNRELIABLE,0.0935
roi_0520,E. heracleoides.JPG,Daucus carota L.,Daucus,good_confidence_local,high,TIER_2_GOOD,0.6238
roi_0521,E. heracleoides.JPG,Thapsia sp. (uncertain),Thapsia,local_uncertain,low,TIER_3_MODERATE,0.4939
roi_0523,E. heracleoides.JPG,Trifolium sp. (uncertain),Trifolium,local_uncertain,low,TIER_5_UNRELIABLE,0.1893
roi_0524,E. heracleoides.JPG,Sedum sp. (uncertain),Sedum,local_uncertain,low,TIER_4_LOW,0.3637
roi_0525,E. heracleoides.JPG,Angelica sp. (uncertain),Angelica,local_uncertain,low,TIER_3_MODERATE,0.5434
roi_0526,E. umbellatum var. stellatum-1.JPG,Acacia sp. (uncertain),Acacia,local_uncertain,low,TIER_3_MODERATE,0.4849
roi_0527,E. umbellatum var. stellatum-1.JPG,Trinia sp. (uncertain),Trinia,local_uncertain,low,TIER_5_UNRELIABLE,0.1931
roi_0528,E. umbellatum var. stellatum-1.JPG,Clethra alnifolia L.,Clethra,high_confidence_local,high,TIER_1_HIGH,0.827
roi_0529,E. umbellatum var. stellatum-1.JPG,Angelica sylvestris L.,Angelica,good_confidence_local,high,TIER_2_GOOD,0.6955
roi_0530,E. umbellatum var. stellatum-2.JPG,Hypericum sp. (uncertain),Hypericum,local_uncertain,low,TIER_4_LOW,0.3299
roi_0536,E. umbellatum var. stellatum[2].JPG,Mercurialis annua L.,Mercurialis,good_confidence_local,high,TIER_2_GOOD,0.646
roi_0537,E. umbellatum var. stellatum[2].JPG,Acacia sp. (uncertain),Acacia,local_uncertain,low,TIER_4_LOW,0.3529
roi_0538,E. umbellatumvar.bahiiforme(1).JPG,Trifolium sp. (uncertain),Trifolium,local_uncertain,low,TIER_4_LOW,0.2389
roi_0539,E. umbellatumvar.bahiiforme(1).JPG,Barbarea sp. (uncertain),Barbarea,local_uncertain,low,TIER_3_MODERATE,0.4406
roi_0540,E. umbellatumvar.bahiiforme(2).JPG,Angelica sp. (uncertain),Angelica,local_uncertain,low,TIER_3_MODERATE,0.4255
roi_0542,E.umbellatum var. bahiiforme.JPG,Sedum sp. (uncertain),Sedum,local_uncertain,low,TIER_3_MODERATE,0.4676
roi_0543,E.umbellatum var. bahiiforme.JPG,Angelica archangelica L.,Angelica,good_confidence_local,high,TIER_2_GOOD,0.7495
roi_0544,E.umbellatum var. bahiiforme.JPG,Angelica archangelica L.,Angelica,high_confidence_local,high,TIER_1_HIGH,0.8844
roi_0545,E.umbellatum var.stellatum(bendras vaizdas)-4.JPG,Trifolium sp. (uncertain),Trifolium,local_uncertain,low,TIER_3_MODERATE,0.4499
roi_0546,E.umbellatum var.stellatum(bendras vaizdas)-4.JPG,Narthecium sp. (uncertain),Narthecium,local_uncertain,low,TIER_5_UNRELIABLE,0.1541
roi_0547,IMGP3799.jpg,Kigelia sp. (uncertain),Kigelia,local_uncertain,low,TIER_5_UNRELIABLE,0.1404
roi_0559,P3240023.JPG m.jpg,Sedum sp. (uncertain),Sedum,local_uncertain,low,TIER_4_LOW,0.3181
roi_0560,P3240023.JPG m.jpg,Daucus carota L.,Daucus,high_confidence_local,high,TIER_1_HIGH,0.8886
roi_0561,P3240048.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_4_LOW,0.3681
roi_0562,P3240048.JPG,Dryopteris sp. (uncertain),Dryopteris,local_uncertain,low,TIER_4_LOW,0.3118
roi_0563,P3240048.JPG,Daucus sp. (uncertain),Daucus,local_uncertain,low,TIER_4_LOW,0.3249
roi_0564,P3240048.JPG,Elodea sp. (uncertain),Elodea,local_uncertain,low,TIER_4_LOW,0.2437
roi_0566,P4240127-2.JPG,Tradescantia sp. (uncertain),Tradescantia,local_uncertain,low,TIER_3_MODERATE,0.4871
roi_0568,P4240127-2.JPG,Acacia sp. (uncertain),Acacia,local_uncertain,low,TIER_3_MODERATE,0.401
roi_0570,P4240129-2.JPG,Cirsium sp. (uncertain),Cirsium,local_uncertain,low,TIER_5_UNRELIABLE,0.0843
roi_0571,P4240129-2.JPG,Papaver sp. (uncertain),Papaver,local_uncertain,low,TIER_4_LOW,0.2269
roi_0572,P4240129-2.JPG,Cirsium vulgare (Savi) Ten.,Cirsium,high_confidence_local,high,TIER_1_HIGH,0.964
roi_0573,P4240135-2.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_4_LOW,0.3186
roi_0575,P4240139-2.JPG,Ophrys sp. (uncertain),Ophrys,local_uncertain,low,TIER_3_GENUS_OK,0.5057
roi_0577,P4240139-2.JPG,Papaver rhoeas L.,Papaver,high_confidence_local,high,TIER_1_HIGH,0.8869
roi_0579,P4240142-2.JPG,Myosoton aquaticum (L.) Moench,Myosoton,good_confidence_local,high,TIER_2_GOOD,0.6652
roi_0580,P4240148-2.JPG,Dendrobium sp. (uncertain),Dendrobium,local_uncertain,low,TIER_4_LOW,0.2725
roi_0581,P4240150-2.JPG,Alliaria petiolata (M.Bieb.) Cavara & Grande,Alliaria,high_confidence_local,high,TIER_1_HIGH,0.909
roi_0583,P4240150-2.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_3_MODERATE,0.4779
roi_0584,P4240151-2.JPG,Tagetes sp. (uncertain),Tagetes,local_uncertain,low,TIER_3_MODERATE,0.5929
roi_0586,P4240160-2.JPG,Crotalaria sp. (uncertain),Crotalaria,local_uncertain,low,TIER_4_LOW,0.3399
roi_0587,P4240164-2.JPG,Tradescantia sp. (uncertain),Tradescantia,local_uncertain,low,TIER_4_LOW,0.2715
roi_0589,P4240168-2.JPG,Trifolium sp. (uncertain),Trifolium,local_uncertain,low,TIER_5_UNRELIABLE,0.1442
roi_0590,P4240168-2.JPG,Lactuca sp. (uncertain),Lactuca,local_uncertain,low,TIER_4_LOW,0.3343
roi_0591,P4240168-2.JPG,Acalypha sp. (uncertain),Acalypha,local_uncertain,low,TIER_4_LOW,0.3855
roi_0592,P4240168-2.JPG,Mercurialis perennis L.,Mercurialis,good_confidence_local,high,TIER_2_GOOD,0.6173
roi_0593,P4240168-2.JPG,Zamioculcas sp. (uncertain),Zamioculcas,local_uncertain,low,TIER_5_UNRELIABLE,0.1269
roi_0595,P4240169-2.JPG,Thapsia sp. (uncertain),Thapsia,local_uncertain,low,TIER_4_LOW,0.3332
roi_0597,P4240172-2.JPG,Cucurbita sp. (uncertain),Cucurbita,local_uncertain,low,TIER_3_MODERATE,0.4134
roi_0598,P4240177-2.JPG,Thapsia villosa L.,Thapsia,high_confidence_local,high,TIER_1_HIGH,0.8802
roi_0600,P4260001-2.JPG,Lamium sp. (uncertain),Lamium,local_uncertain,low,TIER_4_LOW,0.2121
roi_0602,P4260002-2.JPG,Lupinus sp. (uncertain),Lupinus,local_uncertain,low,TIER_4_LOW,0.3029
roi_0606,P4260007-2.JPG,Cirsium sp. (uncertain),Cirsium,local_uncertain,low,TIER_4_LOW,0.2231
roi_0608,P4260009-2(S).JPG,Lupinus sp. (uncertain),Lupinus,local_uncertain,low,TIER_3_MODERATE,0.4598
roi_0609,P4260010-2.JPG,Helminthotheca echioides (L.) Holub,Helminthotheca,good_confidence_local,high,TIER_2_GOOD,0.6914
roi_0611,P4260013-2.JPG,Acalypha sp. (uncertain),Acalypha,local_uncertain,low,TIER_5_UNRELIABLE,0.167
roi_0612,P4260013-2.JPG,Daphne sp. (uncertain),Daphne,local_uncertain,low,TIER_4_LOW,0.3006
roi_0613,P4260013-2.JPG,Phedimus aizoon (L.) 't Hart,Phedimus,good_confidence_local,high,TIER_2_GOOD,0.6131
roi_0614,P4260013-2.JPG,Phedimus spurius (M.Bieb) 't Hart,Phedimus,high_confidence_local,high,TIER_1_HIGH,0.9323
roi_0615,P4260017-2.JPG,Tradescantia sp. (uncertain),Tradescantia,local_uncertain,low,TIER_3_MODERATE,0.5544
roi_0616,P4260017-2.JPG,Cucurbita sp. (uncertain),Cucurbita,local_uncertain,low,TIER_3_MODERATE,0.4018
roi_0620,P4260022-2.JPG,Cucurbita sp. (uncertain),Cucurbita,local_uncertain,low,TIER_4_LOW,0.3147
roi_0622,P4260024-2.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_4_LOW,0.3567
roi_0624,P4260027-2.JPG,Anemone blanda Schott & Kotschy,Anemone,good_confidence_local,high,TIER_2_GOOD,0.6832
roi_0626,P4260029-2.JPG,Anemone vernalis L.,Anemone,high_confidence_local,high,TIER_1_HIGH,0.9531
roi_0628,P4260031-2.JPG,Trifolium sp. (uncertain),Trifolium,local_uncertain,low,TIER_5_UNRELIABLE,0.0532
roi_0629,P4260031-2.JPG,Cirsium sp. (uncertain),Cirsium,local_uncertain,low,TIER_4_LOW,0.3927
roi_0630,P4260031-2.JPG,Cirsium sp. (uncertain),Cirsium,local_uncertain,low,TIER_3_MODERATE,0.5033
roi_0631,P4260034-2.JPG,Anemone sp. (uncertain),Anemone,local_uncertain,low,TIER_4_LOW,0.391
roi_0632,P4260034-2.JPG,Helicodiceros sp. (uncertain),Helicodiceros,local_uncertain,low,TIER_4_LOW,0.3073
roi_0634,P4260035-2.JPG,Sedum sp. (uncertain),Sedum,local_uncertain,low,TIER_5_UNRELIABLE,0.1011
roi_0635,P4260035-2.JPG,Sedum album L.,Sedum,good_confidence_local,high,TIER_2_GOOD,0.7588
roi_0637,P4260046-2(S).JPG,Calendula officinalis L.,Calendula,high_confidence_local,high,TIER_1_HIGH,0.9091
roi_0638,P4260050-2.JPG,Sedum sp. (uncertain),Sedum,local_uncertain,low,TIER_5_UNRELIABLE,0.1135
roi_0641,P4260053-2.JPG,Pelargonium sp. (uncertain),Pelargonium,local_uncertain,low,TIER_4_LOW,0.2893
roi_0643,P4260057-2.JPG,Phedimus sp. (uncertain),Phedimus,local_uncertain,low,TIER_4_LOW,0.2615
roi_0644,P4260062-2.JPG,Zamioculcas sp. (uncertain),Zamioculcas,local_uncertain,low,TIER_5_UNRELIABLE,0.1468
roi_0645,P4260062-2.JPG,Sagotia sp. (uncertain),Sagotia,local_uncertain,low,TIER_5_UNRELIABLE,0.0473
roi_0646,P4260062-2.JPG,Tradescantia sp. (uncertain),Tradescantia,local_uncertain,low,TIER_5_UNRELIABLE,0.1303
roi_0647,P4260062-2.JPG,Punica sp. (uncertain),Punica,local_uncertain,low,TIER_5_UNRELIABLE,0.1736
roi_0650,P4260063-2.JPG,Lupinus sp. (uncertain),Lupinus,local_uncertain,low,TIER_3_MODERATE,0.578
roi_0651,P4260067-2.JPG,Lamium purpureum L.,Lamium,high_confidence_local,high,TIER_1_HIGH,0.8051
roi_0652,P4260067-2.JPG,Trachelospermum sp. (uncertain),Trachelospermum,local_uncertain,low,TIER_3_MODERATE,0.4013
roi_0653,P4260067-2.JPG,Cucurbita sp. (uncertain),Cucurbita,local_uncertain,low,TIER_5_UNRELIABLE,0.1591
