roi_id,source_image,pred1_species,pred1_genus,pred1_conf,pred1_class_idx,pred2_species,pred2_genus,pred2_conf,pred2_class_idx,pred3_species,pred3_genus,pred3_conf,pred3_class_idx,pred4_species,pred4_genus,pred4_conf,pred4_class_idx,pred5_species,pred5_genus,pred5_conf,pred5_class_idx,top1_confidence,top1_top2_gap,top1_genus,top2_genus,genus_agreement,confidence_tier
roi_0131,DSC_5566.JPG,Perovskia atriplicifolia Benth.,Perovskia,0.5571,576,Acacia baileyana F.Muell.,Acacia,0.0722,599,Pyracantha coccinea M.Roem.,Pyracantha,0.0639,499,Holodiscus discolor (Pursh) Maxim.,Holodiscus,0.0493,501,Lavandula angustifolia Mill.,Lavandula,0.0339,173,0.5571,0.4849,Perovskia,Acacia,False,TIER_3_MODERATE
roi_0132,DSC_5566.JPG,Acacia dealbata Link,Acacia,0.203,230,Papaver alpinum L.,Papaver,0.0853,475,Eritrichium nanum (L.) Schrad. ex Gaudin,Eritrichium,0.0802,538,Nothofagus pumilio (Poepp. & Endl.) Krasser,Nothofagus,0.0513,838,Acacia baileyana F.Muell.,Acacia,0.0371,599,0.203,0.1177,Acacia,Papaver,False,TIER_4_LOW
roi_0133,DSC_5566.JPG,Sedum dasyphyllum L.,Sedum,0.3187,54,Acacia baileyana F.Muell.,Acacia,0.2173,599,Eritrichium nanum (L.) Schrad. ex Gaudin,Eritrichium,0.1407,538,Sedum acre L.,Sedum,0.0504,46,Sedum brevifolium DC.,Sedum,0.0311,50,0.3187,0.1013999999999999,Sedum,Acacia,False,TIER_4_LOW
roi_0134,DSC_5566.JPG,Sedum dasyphyllum L.,Sedum,0.8052,54,Acacia baileyana F.Muell.,Acacia,0.0917,599,Sedum acre L.,Sedum,0.0166,46,Eritrichium nanum (L.) Schrad. ex Gaudin,Eritrichium,0.0125,538,Acacia dealbata Link,Acacia,0.0111,230,0.8052,0.7135,Sedum,Acacia,False,TIER_1_HIGH
roi_0135,DSC_5566.JPG,Acacia baileyana F.Muell.,Acacia,0.3342,599,Pyracantha coccinea M.Roem.,Pyracantha,0.323,499,Garrya elliptica Douglas ex Lindl.,Garrya,0.1038,829,Sedum dasyphyllum L.,Sedum,0.0446,54,Nothofagus dombeyi (Mirb.) Oerst.,Nothofagus,0.0406,1035,0.3342,0.0111999999999999,Acacia,Pyracantha,False,TIER_4_LOW
roi_0136,DSC_5575.JPG,Cucurbita moschata Duchesne,Cucurbita,0.1977,584,Cucurbita pepo L.,Cucurbita,0.1418,313,Alcea rosea L.,Alcea,0.0741,123,Cucurbita maxima Duchesne,Cucurbita,0.0606,371,Pyracantha coccinea M.Roem.,Pyracantha,0.0445,499,0.1977,0.0558999999999999,Cucurbita,Cucurbita,True,TIER_5_UNRELIABLE
roi_0137,DSC_5575.JPG,Acacia baileyana F.Muell.,Acacia,0.5603,599,Acacia mearnsii De Wild.,Acacia,0.0585,232,Acacia dealbata Link,Acacia,0.0429,230,Nothofagus betuloides (Mirb.) Oerst.,Nothofagus,0.0357,1034,Anemone hupehensis (Lemoine) Lemoine,Anemone,0.0225,527,0.5603,0.5018,Acacia,Acacia,True,TIER_3_GENUS_OK
roi_0138,DSC_5575.JPG,Acacia baileyana F.Muell.,Acacia,0.6568,599,Acacia dealbata Link,Acacia,0.1674,230,Sedum sediforme (Jacq.) Pau,Sedum,0.1177,60,Lathraea squamaria L.,Lathraea,0.0207,430,Sedum acre L.,Sedum,0.0055,46,0.6568,0.4894,Acacia,Acacia,True,TIER_2_GOOD
roi_0139,DSC_5575.JPG,Sedum dasyphyllum L.,Sedum,0.2798,54,Sedum sediforme (Jacq.) Pau,Sedum,0.1936,60,Acacia baileyana F.Muell.,Acacia,0.1212,599,Sedum brevifolium DC.,Sedum,0.0756,50,Garrya elliptica Douglas ex Lindl.,Garrya,0.0697,829,0.2798,0.0862,Sedum,Sedum,True,TIER_4_LOW
roi_0140,DSC_5575.JPG,Acacia baileyana F.Muell.,Acacia,0.2408,599,Mercurialis tomentosa L.,Mercurialis,0.1619,442,Hyoscyamus albus L.,Hyoscyamus,0.0917,138,Garrya elliptica Douglas ex Lindl.,Garrya,0.0465,829,Eritrichium nanum (L.) Schrad. ex Gaudin,Eritrichium,0.0386,538,0.2408,0.0789,Acacia,Mercurialis,False,TIER_4_LOW
roi_0141,DSC_5677.JPG,Tagetes erecta L.,Tagetes,0.6133,285,Tagetes patula L.,Tagetes,0.0803,243,Kniphofia uvaria (L.) Hook.,Kniphofia,0.0535,423,Dryopteris erythrosora (D.C. Eaton) Kuntze,Dryopteris,0.0449,823,Calendula officinalis L.,Calendula,0.0345,35,0.6133,0.5329999999999999,Tagetes,Tagetes,True,TIER_2_GOOD
roi_0143,DSC_5680.JPG,Pelargonium inquinans (L.) Aiton,Pelargonium,0.4257,483,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.1313,919,Humulus lupulus L.,Humulus,0.0678,31,Pelargonium zonale (L.) L'Hér.,Pelargonium,0.0642,8,Pelargonium graveolens L'Hér.,Pelargonium,0.0402,2,0.4257,0.2944,Pelargonium,Pelargonium,True,TIER_3_GENUS_OK
roi_0144,DSC_5681.JPG,Dryas octopetala L.,Dryas,0.3052,381,Limbarda crithmoides (L.) Dumort.,Limbarda,0.155,45,Anemone alpina L.,Anemone,0.0505,471,Punica granatum L.,Punica,0.0424,122,Hypericum perforatum L.,Hypericum,0.0331,11,0.3052,0.1502,Dryas,Limbarda,False,TIER_4_LOW
roi_0145,DSC_5681.JPG,Anemone alpina L.,Anemone,0.563,471,Dryas octopetala L.,Dryas,0.3916,381,Anemone baldensis L.,Anemone,0.0292,474,Lagenaria sphaerica (Sond.) Naudin,Lagenaria,0.0037,316,Limnanthes douglasii R.Br.,Limnanthes,0.0027,433,0.563,0.1713999999999999,Anemone,Dryas,False,TIER_3_MODERATE
roi_0146,DSC_5681.JPG,Tagetes tenuifolia Cav.,Tagetes,0.3091,341,Dryas octopetala L.,Dryas,0.206,381,Anemone alpina L.,Anemone,0.1667,471,Limbarda crithmoides (L.) Dumort.,Limbarda,0.0602,45,Tagetes patula L.,Tagetes,0.0427,243,0.3091,0.1031,Tagetes,Dryas,False,TIER_4_LOW
roi_0152,DSC_5683.JPG,Pelargonium inquinans (L.) Aiton,Pelargonium,0.5161,483,Pelargonium zonale (L.) L'Hér.,Pelargonium,0.1771,8,Tagetes erecta L.,Tagetes,0.0724,285,Pelargonium zonale (L.) L'Hér. ex Aiton,Pelargonium,0.0569,919,Pelargonium grandiflorum Willd.,Pelargonium,0.0454,877,0.5161,0.3389999999999999,Pelargonium,Pelargonium,True,TIER_3_GENUS_OK
roi_0154,DSC_5687.JPG,Pyracantha coccinea M.Roem.,Pyracantha,0.1413,499,Punica granatum L.,Punica,0.1319,122,Nandina domestica Thunb.,Nandina,0.0471,706,Pyracantha coccinea M. Roem.,Pyracantha,0.0283,778,Pyracantha rogersiana (A.B.Jacks.) Coltm.-Rog.,Pyracantha,0.0186,500,0.1413,0.0094,Pyracantha,Punica,False,TIER_5_UNRELIABLE
roi_0155,DSC_5687.JPG,Pyracantha coccinea M.Roem.,Pyracantha,0.5641,499,Liriodendron tulipifera L.,Liriodendron,0.0624,434,Pyracantha rogersiana (A.B.Jacks.) Coltm.-Rog.,Pyracantha,0.0433,500,Pyracantha coccinea M. Roem.,Pyracantha,0.0313,778,Lupinus polyphyllus Lindl.,Lupinus,0.0264,263,0.5641,0.5017,Pyracantha,Liriodendron,False,TIER_3_MODERATE
roi_0157,DSC_5690.JPG,Trifolium dubium Sibth.,Trifolium,0.1603,223,Melilotus indicus (L.) All.,Melilotus,0.1184,228,Trifolium campestre Schreb.,Trifolium,0.0952,100,Pyracantha coccinea M.Roem.,Pyracantha,0.0748,499,Trifolium aureum Pollich,Trifolium,0.0548,99,0.1603,0.0418999999999999,Trifolium,Melilotus,False,TIER_5_UNRELIABLE
roi_0158,DSC_5691.JPG,Acacia retinodes Schltdl.,Acacia,0.665,234,Acacia saligna (Labill.) H.L.Wendl.,Acacia,0.1964,344,Leersia oryzoides (L.) Sw.,Leersia,0.0274,156,Narthecium ossifragum (L.) Huds.,Narthecium,0.023,446,Acacia saligna (Labill.) Wendl.,Acacia,0.0155,1027,0.665,0.4686,Acacia,Acacia,True,TIER_2_GOOD
roi_0159,DSC_5691.JPG,Daucus carota L.,Daucus,0.0671,204,Acacia seyal Delile,Acacia,0.056,90,Acacia nilotica (L.) Delile,Acacia,0.0551,693,Acacia tortuosa (L.) Willd.,Acacia,0.0509,709,Hypericum perforatum L.,Hypericum,0.0441,11,0.0671,0.0111,Daucus,Acacia,False,TIER_5_UNRELIABLE
roi_0160,DSC_5691.JPG,Lamium amplexicaule L.,Lamium,0.463,16,Helminthotheca echioides (L.) Holub,Helminthotheca,0.0956,40,Calendula officinalis L.,Calendula,0.0685,35,Nothofagus antarctica (G.Forst.) Oerst.,Nothofagus,0.0344,577,Cereus jamacaru DC.,Cereus,0.0242,336,0.463,0.3674,Lamium,Helminthotheca,False,TIER_3_MODERATE
roi_0161,DSC_5692.JPG,Daucus carota L.,Daucus,0.8206,204,Meum athamanticum Jacq.,Meum,0.1093,146,Hypericum perforatum L.,Hypericum,0.0191,11,Punica granatum L.,Punica,0.0111,122,Chaerophyllum bulbosum L.,Chaerophyllum,0.0042,534,0.8206,0.7113,Daucus,Meum,False,TIER_1_HIGH
roi_0162,DSC_5692.JPG,Nothofagus dombeyi (Mirb.) Oerst.,Nothofagus,0.1726,1035,Casuarina equisetifolia L.,Casuarina,0.0958,308,Casuarina cunninghamiana Miq.,Casuarina,0.0852,174,Nothofagus obliqua (Mirb.) Oerst.,Nothofagus,0.0687,350,Acacia koaia Hillebr.,Acacia,0.0562,873,0.1726,0.0768,Nothofagus,Casuarina,False,TIER_5_UNRELIABLE
roi_0163,DSC_5692.JPG,Cenchrus purpureus (Schumach.) Morrone,Cenchrus,0.3531,195,Cenchrus setaceus (Forssk.) Morrone,Cenchrus,0.3453,196,Phalaris arundinacea L.,Phalaris,0.1696,212,Narthecium ossifragum (L.) Huds.,Narthecium,0.0319,446,Acacia retinodes Schltdl.,Acacia,0.0252,234,0.3531,0.0078,Cenchrus,Cenchrus,True,TIER_4_LOW
roi_0164,DSC_5698.JPG,Angelica atropurpurea L.,Angelica,0.7392,593,Diervilla lonicera Mill.,Diervilla,0.0483,739,Aralia hispida Vent.,Aralia,0.0448,775,Osmunda regalis L.,Osmunda,0.0316,28,Angelica archangelica L.,Angelica,0.0295,533,0.7392,0.6909,Angelica,Diervilla,False,TIER_2_GOOD
roi_0165,DSC_5701.JPG,Pyracantha coccinea M.Roem.,Pyracantha,0.3383,499,Calendula officinalis L.,Calendula,0.1294,35,Trifolium campestre Schreb.,Trifolium,0.0416,100,Trifolium fragiferum L.,Trifolium,0.0373,20,Melampodium divaricatum (Rich.) DC.,Melampodium,0.0292,884,0.3383,0.2089,Pyracantha,Calendula,False,TIER_4_LOW
roi_0166,DSC_5703.JPG,Papaver rhoeas L.,Papaver,0.6334,201,Fragaria vesca L.,Fragaria,0.1477,238,Trifolium incarnatum L.,Trifolium,0.0217,104,Nandina domestica Thunb.,Nandina,0.0175,706,Fragaria × ananassa (Duchesne ex Weston) Duchesne ex Rozier,Fragaria,0.0121,1061,0.6334,0.4856999999999999,Papaver,Fragaria,False,TIER_2_GOOD
roi_0167,DSC_5710.JPG,Maytenus boaria Molina,Maytenus,0.152,880,Acacia baileyana F.Muell.,Acacia,0.0905,599,Pyracantha coccinea M.Roem.,Pyracantha,0.0815,499,Acacia mearnsii De Wild.,Acacia,0.0622,232,Acacia dealbata Link,Acacia,0.0621,230,0.152,0.0615,Maytenus,Acacia,False,TIER_5_UNRELIABLE
roi_0168,DSC_5710.JPG,Garrya elliptica Douglas ex Lindl.,Garrya,0.2668,829,Acacia baileyana F.Muell.,Acacia,0.1162,599,Nothofagus dombeyi (Mirb.) Oerst.,Nothofagus,0.0551,1035,Lupinus arboreus Sims,Lupinus,0.0345,435,Acacia dealbata Link,Acacia,0.0343,230,0.2668,0.1505999999999999,Garrya,Acacia,False,TIER_4_LOW
roi_0169,DSC_5710.JPG,Acacia dealbata Link,Acacia,0.7417,230,Pyracantha coccinea M.Roem.,Pyracantha,0.0722,499,Cirsium vulgare (Savi) Ten.,Cirsium,0.0236,4,Perovskia atriplicifolia Benth.,Perovskia,0.0124,576,Daucus carota L.,Daucus,0.0116,204,0.7417,0.6695,Acacia,Pyracantha,False,TIER_2_GOOD
roi_0170,DSC_5710.JPG,Acacia dealbata Link,Acacia,0.3115,230,Humulus lupulus L.,Humulus,0.1089,31,Acacia mearnsii De Wild.,Acacia,0.0825,232,Acacia longifolia (Andrews) Willd.,Acacia,0.0658,231,Holodiscus discolor (Pursh) Maxim.,Holodiscus,0.0522,501,0.3115,0.2026,Acacia,Humulus,False,TIER_4_LOW
roi_0171,DSC_5710.JPG,Acacia baileyana F.Muell.,Acacia,0.2595,599,Lavandula stoechas L.,Lavandula,0.1589,88,Acacia dealbata Link,Acacia,0.1182,230,Acacia mearnsii De Wild.,Acacia,0.0855,232,Garrya elliptica Douglas ex Lindl.,Garrya,0.0534,829,0.2595,0.1006,Acacia,Lavandula,False,TIER_4_LOW
roi_0172,DSC_5770.JPG,Sedum sexangulare L.,Sedum,0.3942,513,Sedum acre L.,Sedum,0.3549,46,Meum athamanticum Jacq.,Meum,0.0985,146,Daphne gnidium L.,Daphne,0.0254,140,Nephrolepis exaltata (L.) Schott,Nephrolepis,0.0235,27,0.3942,0.0393,Sedum,Sedum,True,TIER_4_LOW
roi_0173,DSC_5770.JPG,Sedum acre L.,Sedum,0.6385,46,Sedum sexangulare L.,Sedum,0.3422,513,Meum athamanticum Jacq.,Meum,0.0072,146,Sedum anglicum Huds.,Sedum,0.0033,186,Empetrum nigrum L.,Empetrum,0.0028,387,0.6385,0.2962999999999999,Sedum,Sedum,True,TIER_2_GOOD
roi_0176,DSC_5779.JPG,Meum athamanticum Jacq.,Meum,0.447,146,Daphne gnidium L.,Daphne,0.2721,140,Casuarina cunninghamiana Miq.,Casuarina,0.2332,174,Casuarina equisetifolia L.,Casuarina,0.0118,308,Cereus jamacaru DC.,Cereus,0.0041,336,0.447,0.1749,Meum,Daphne,False,TIER_3_MODERATE
roi_0178,DSC_5779.JPG,Casuarina cunninghamiana Miq.,Casuarina,0.3172,174,Meum athamanticum Jacq.,Meum,0.2592,146,Casuarina equisetifolia L.,Casuarina,0.0637,308,Egeria densa Planch.,Egeria,0.0619,12,Sedum rupestre L.,Sedum,0.0153,187,0.3172,0.0579999999999999,Casuarina,Meum,False,TIER_4_LOW
roi_0179,DSC_578325151.JPG,Pyracantha coccinea M.Roem.,Pyracantha,0.6936,499,Punica granatum L.,Punica,0.0674,122,Pyracantha rogersiana (A.B.Jacks.) Coltm.-Rog.,Pyracantha,0.0638,500,Hypericum perforatum L.,Hypericum,0.0559,11,Hypericum patulum Thunb.,Hypericum,0.0205,572,0.6936,0.6262,Pyracantha,Punica,False,TIER_2_GOOD
roi_0180,DSC_5783sds.JPG,Acacia dealbata Link,Acacia,0.9536,230,Acacia baileyana F.Muell.,Acacia,0.0347,599,Sedum acre L.,Sedum,0.0053,46,Acacia longifolia (Andrews) Willd.,Acacia,0.0028,231,Sedum rupestre L.,Sedum,0.0005,187,0.9536,0.9189,Acacia,Acacia,True,TIER_1_HIGH
roi_0181,DSC_5783sds.JPG,Acacia dealbata Link,Acacia,0.6563,230,Thapsia villosa L.,Thapsia,0.1167,148,Sedum rupestre L.,Sedum,0.0315,187,Acacia caven (Molina) Molina,Acacia,0.0204,1023,Hypericum perforatum L.,Hypericum,0.0189,11,0.6563,0.5396,Acacia,Thapsia,False,TIER_2_GOOD
roi_0182,DSC_839222.JPG,Trifolium angustifolium L.,Trifolium,0.2207,97,Cenchrus ciliaris L.,Cenchrus,0.1734,209,Lavandula stoechas L.,Lavandula,0.1313,88,Trifolium arvense L.,Trifolium,0.0686,98,Sedum acre L.,Sedum,0.0492,46,0.2207,0.0473,Trifolium,Cenchrus,False,TIER_4_LOW
roi_0183,DSC_8392666.JPG,Hypericum patulum Thunb.,Hypericum,0.6243,572,Hypericum x hidcoteense Hilling ex Geerinck,Hypericum,0.1147,573,Diatelia tuberaria (L.) Demoly,Diatelia,0.0592,190,Mecardonia procumbens (Mill.) Small,Mecardonia,0.0272,305,Hypericum calycinum L.,Hypericum,0.0178,413,0.6243,0.5095999999999999,Hypericum,Hypericum,True,TIER_2_GOOD
roi_0184,DSC_8394124.JPG,Acacia dealbata Link,Acacia,0.8943,230,Acacia baileyana F.Muell.,Acacia,0.0609,599,Sedum acre L.,Sedum,0.0164,46,Barbarea vulgaris R.Br.,Barbarea,0.0104,598,Acacia retinodes Schltdl.,Acacia,0.0025,234,0.8943,0.8334,Acacia,Acacia,True,TIER_1_HIGH
roi_0185,DSC_8394124.JPG,Tagetes erecta L.,Tagetes,0.4379,285,Sedum acre L.,Sedum,0.2688,46,Acacia dealbata Link,Acacia,0.1485,230,Acacia mearnsii De Wild.,Acacia,0.0359,232,Tagetes patula L.,Tagetes,0.0276,243,0.4379,0.1691,Tagetes,Sedum,False,TIER_3_MODERATE
roi_0186,DSC_8394124.JPG,Dalbergia melanoxylon Guill. & Perr.,Dalbergia,0.2804,227,Lactuca sativa L.,Lactuca,0.0799,247,Eritrichium nanum (L.) Schrad. ex Gaudin,Eritrichium,0.0527,538,Noccaea rotundifolia (L.) Moench,Noccaea,0.0385,451,Sedum sediforme (Jacq.) Pau,Sedum,0.0375,60,0.2804,0.2004999999999999,Dalbergia,Lactuca,False,TIER_4_LOW
roi_0187,DSC_8400.JPG,Anemone hepatica L.,Anemone,0.9414,481,Hepatica nobilis Mill.,Hepatica,0.0251,1060,Atocion rupestre (L.) B.Oxelman,Atocion,0.0132,340,Erucastrum nasturtiifolium (Poir.) O.E.Schulz,Erucastrum,0.0036,397,Mertensia maritima (L.) Gray,Mertensia,0.0013,764,0.9414,0.9163,Anemone,Hepatica,False,TIER_1_HIGH
roi_0188,DSC_8400.JPG,Anemone hepatica L.,Anemone,0.9771,481,Hepatica nobilis Mill.,Hepatica,0.0214,1060,Anemone hupehensis (Lemoine) Lemoine,Anemone,0.0004,527,Anemone nemorosa L.,Anemone,0.0004,486,Noccaea rotundifolia (L.) Moench,Noccaea,0.0002,451,0.9771,0.9557,Anemone,Hepatica,False,TIER_1_HIGH
roi_0189,DSC_8404.JPG,Mercurialis perennis L.,Mercurialis,0.9281,66,Myosoton aquaticum (L.) Moench,Myosoton,0.0195,170,Helminthotheca echioides (L.) Holub,Helminthotheca,0.0111,40,Calendula officinalis L.,Calendula,0.0054,35,Cyanotis somaliensis C.B.Clarke,Cyanotis,0.005,986,0.9281,0.9086,Mercurialis,Myosoton,False,TIER_1_HIGH
roi_0191,DSC_8404.JPG,Clethra alnifolia L.,Clethra,0.3458,570,Phalaris aquatica L.,Phalaris,0.2095,211,Dalea purpurea Vent.,Dalea,0.0973,737,Phalaris paradoxa L.,Phalaris,0.0799,215,Trifolium angustifolium L.,Trifolium,0.0498,97,0.3458,0.1363,Clethra,Phalaris,False,TIER_4_LOW
roi_0194,DSC_8407.JPG,Lavandula stoechas L.,Lavandula,0.4001,88,Sedum sediforme (Jacq.) Pau,Sedum,0.0628,60,Peperomia caperata Yunck.,Peperomia,0.0619,700,Sedum hispanicum L.,Sedum,0.0294,216,Sedum album L.,Sedum,0.0259,47,0.4001,0.3373,Lavandula,Sedum,False,TIER_3_MODERATE
roi_0195,DSC_8407.JPG,Barbarea rupicola Moris,Barbarea,0.3051,597,Sedum makinoi Maxim.,Sedum,0.2873,1009,Nymphoides peltata (S.G.Gmel.) Kuntze,Nymphoides,0.167,453,Acacia dealbata Link,Acacia,0.0817,230,Mecardonia procumbens (Mill.) Small,Mecardonia,0.0573,305,0.3051,0.0177999999999999,Barbarea,Sedum,False,TIER_4_LOW
roi_0197,DSC_8408.JPG,Daphne odora Thunb.,Daphne,0.2476,860,Daphne cneorum L.,Daphne,0.1602,377,Daphne sericea Vahl,Daphne,0.1047,585,Lamium purpureum L.,Lamium,0.0844,84,Daphne mezereum L.,Daphne,0.0723,378,0.2476,0.0873999999999999,Daphne,Daphne,True,TIER_4_LOW
roi_0198,DSC_8408.JPG,Sedum sediforme (Jacq.) Pau,Sedum,0.5868,60,Sedum pachyphyllum Rose,Sedum,0.1433,337,Trifolium cherleri L.,Trifolium,0.0796,101,Sedum rupestre L.,Sedum,0.0378,187,Trifolium arvense L.,Trifolium,0.0238,98,0.5868,0.4435,Sedum,Sedum,True,TIER_3_GENUS_OK
roi_0204,DSC_8626.JPG,Anemone pulsatilla L.,Anemone,0.9828,487,Anemone patens L.,Anemone,0.012,850,Anemone halleri All.,Anemone,0.0016,480,Anemone pratensis L.,Anemone,0.0016,554,Anemone montana Hoppe,Anemone,0.0011,485,0.9828,0.9708,Anemone,Anemone,True,TIER_1_HIGH
roi_0205,DSC_8626.JPG,Anemone pulsatilla L.,Anemone,0.9582,487,Anemone patens L.,Anemone,0.031,850,Lithodora fruticosa (L.) Griseb.,Lithodora,0.0038,30,Anemone montana Hoppe,Anemone,0.0032,485,Anemone rubra Lam.,Anemone,0.0019,488,0.9582,0.9272,Anemone,Anemone,True,TIER_1_HIGH
roi_0206,DSC_8626.JPG,Anemone coronaria L.,Anemone,0.7326,135,Lavandula angustifolia Mill.,Lavandula,0.1164,173,Anemone pulsatilla L.,Anemone,0.021,487,Lithodora fruticosa (L.) Griseb.,Lithodora,0.0193,30,Anemone hortensis L.,Anemone,0.0176,197,0.7326,0.6162000000000001,Anemone,Lavandula,False,TIER_2_GOOD
roi_0207,DSC_8626.JPG,Anemone pulsatilla L.,Anemone,0.7236,487,Anemone rubra Lam.,Anemone,0.1546,488,Anemone patens L.,Anemone,0.0435,850,Anemone montana Hoppe,Anemone,0.0342,485,Anemone halleri All.,Anemone,0.0142,480,0.7236,0.5690000000000001,Anemone,Anemone,True,TIER_2_GOOD
roi_0208,DSC_8626.JPG,Anemone pulsatilla L.,Anemone,0.3119,487,Anemone pratensis L.,Anemone,0.1207,554,Anemone halleri All.,Anemone,0.1058,480,Lupinus polyphyllus Lindl.,Lupinus,0.079,263,Lavandula stoechas L.,Lavandula,0.0779,88,0.3119,0.1912,Anemone,Anemone,True,TIER_4_LOW
roi_0210,DSC_8628.JPG,Anemone alpina L.,Anemone,0.9307,471,Anemone baldensis L.,Anemone,0.0165,474,Papaver alpinum L.,Papaver,0.0152,475,Anemone nemorosa L.,Anemone,0.0048,486,Barbarea vulgaris R.Br.,Barbarea,0.0033,598,0.9307,0.9142,Anemone,Anemone,True,TIER_1_HIGH
roi_0211,DSC_8630.JPG,Daucus carota L.,Daucus,0.0709,204,Trifolium repens L.,Trifolium,0.0316,226,Smilax aspera L.,Smilax,0.028,205,Lactuca muralis (L.) Gaertn.,Lactuca,0.0261,42,Daphne gnidium L.,Daphne,0.0227,140,0.0709,0.0393,Daucus,Trifolium,False,TIER_5_UNRELIABLE
roi_0212,DSC_8630.JPG,Smilax aspera L.,Smilax,0.1181,205,Acalypha integrifolia Willd.,Acalypha,0.034,682,Dryas octopetala L.,Dryas,0.0302,381,Achyranthes aspera L.,Achyranthes,0.027,29,Daucus carota L.,Daucus,0.0233,204,0.1181,0.0841,Smilax,Acalypha,False,TIER_5_UNRELIABLE
roi_0213,DSC_8630.JPG,Anemone alpina L.,Anemone,0.993,471,Anemone baldensis L.,Anemone,0.0048,474,Anemone vernalis L.,Anemone,0.0014,492,Nymphaea lotus L.,Nymphaea,0.0001,179,Dryas octopetala L.,Dryas,0.0001,381,0.993,0.9882,Anemone,Anemone,True,TIER_1_HIGH
roi_0214,DSC_8634.JPG,Anemone alpina L.,Anemone,0.8997,471,Freesia refracta (Jacq.) Eckl. ex Klatt,Freesia,0.0178,550,Anemone baldensis L.,Anemone,0.017,474,Freesia alba (G.L.Mey.) Grumbleton,Freesia,0.0145,551,Limnanthes douglasii R.Br.,Limnanthes,0.0064,433,0.8997,0.8819,Anemone,Freesia,False,TIER_1_HIGH
roi_0215,DSC_8635.JPG,Hippophae rhamnoides L.,Hippophae,0.176,412,Trifolium angustifolium L.,Trifolium,0.0828,97,Daucus carota L.,Daucus,0.0658,204,Schkuhria pinnata (Lam.) Thell.,Schkuhria,0.0346,288,Trifolium arvense L.,Trifolium,0.0195,98,0.176,0.0931999999999999,Hippophae,Trifolium,False,TIER_5_UNRELIABLE
roi_0217,DSC_8636.JPG,Anemone vernalis L.,Anemone,0.5249,492,Anemone nemorosa L.,Anemone,0.2335,486,Anemone pulsatilla L.,Anemone,0.1552,487,Anemone halleri All.,Anemone,0.0422,480,Anemone hupehensis (Lemoine) Lemoine,Anemone,0.0189,527,0.5249,0.2914,Anemone,Anemone,True,TIER_3_GENUS_OK
roi_0218,DSC_8636.JPG,Tradescantia pallida (Rose) D.R.Hunt,Tradescantia,0.5813,686,Anemone pulsatilla L.,Anemone,0.1031,487,Lamium maculatum (L.) L.,Lamium,0.0644,428,Lamium garganicum L.,Lamium,0.0264,82,Tradescantia pallida (Rose) D.R. Hunt,Tradescantia,0.0181,191,0.5813,0.4782,Tradescantia,Anemone,False,TIER_3_MODERATE
roi_0219,DSC_8636.JPG,Papaver alpinum L.,Papaver,0.9023,475,Anemone alpina L.,Anemone,0.0791,471,Papaver nudicaule L.,Papaver,0.0073,774,Anemone vernalis L.,Anemone,0.007,492,Papaver croceum Ledeb.,Papaver,0.0022,476,0.9023,0.8231999999999999,Papaver,Anemone,False,TIER_1_HIGH
roi_0220,DSC_8636.JPG,Papaver alpinum L.,Papaver,0.8292,475,Papaver croceum Ledeb.,Papaver,0.0615,476,Papaver nudicaule L.,Papaver,0.0455,774,Anemone alpina L.,Anemone,0.0428,471,Anemone vernalis L.,Anemone,0.0167,492,0.8292,0.7677,Papaver,Papaver,True,TIER_1_HIGH
roi_0221,DSC_8636.JPG,Tradescantia pallida (Rose) D.R.Hunt,Tradescantia,0.3591,686,Anemone pulsatilla L.,Anemone,0.3571,487,Tradescantia zebrina Bosse,Tradescantia,0.0838,561,Anemone hupehensis (Lemoine) Lemoine,Anemone,0.0636,527,Tradescantia pallida (Rose) D.R. Hunt,Tradescantia,0.0543,191,0.3591,0.002,Tradescantia,Anemone,False,TIER_4_LOW
roi_0222,DSC_8636.JPG,Papaver alpinum L.,Papaver,0.9653,475,Papaver nudicaule L.,Papaver,0.0172,774,Papaver croceum Ledeb.,Papaver,0.0064,476,Anemone alpina L.,Anemone,0.0059,471,Anemone vernalis L.,Anemone,0.0044,492,0.9653,0.9481,Papaver,Papaver,True,TIER_1_HIGH
roi_0223,DSC_8636.JPG,Anemone pulsatilla L.,Anemone,0.7423,487,Anemone hupehensis (Lemoine) Lemoine,Anemone,0.1231,527,Anemone vernalis L.,Anemone,0.0596,492,Anemone halleri All.,Anemone,0.0355,480,Anemone patens L.,Anemone,0.0127,850,0.7423,0.6192,Anemone,Anemone,True,TIER_2_GOOD
roi_0224,DSC_8636.JPG,Freesia refracta (Jacq.) Klatt,Freesia,0.6729,189,Freesia refracta (Jacq.) Eckl. ex Klatt,Freesia,0.187,550,Freesia alba (G.L.Mey.) Grumbleton,Freesia,0.0537,551,Trifolium alpinum L.,Trifolium,0.0209,521,Freesia x hybrida L.H.Bailey,Freesia,0.0142,400,0.6729,0.4859,Freesia,Freesia,True,TIER_2_GOOD
roi_0225,DSC_8636.JPG,Lamium maculatum (L.) L.,Lamium,0.6542,428,Lamium purpureum L.,Lamium,0.1039,84,Lamium garganicum L.,Lamium,0.0994,82,Lamium amplexicaule L.,Lamium,0.0424,16,Lathraea clandestina L.,Lathraea,0.018,429,0.6542,0.5503,Lamium,Lamium,True,TIER_2_GOOD
